.HEADER
..NAMES
Time,V U3.J7&K7
2.40040e-008,0.9875
2.40380e-008,1.0039
2.40720e-008,1.0227
2.41060e-008,1.0416
2.41400e-008,1.0578
2.41740e-008,1.0689
2.42080e-008,1.0735
2.42420e-008,1.0727
2.42760e-008,1.0687
2.43100e-008,1.0620
2.43440e-008,1.0482
2.43780e-008,1.0162
2.44120e-008,0.9607
2.44460e-008,0.8898
2.44800e-008,0.8081
2.45140e-008,0.7093
2.45480e-008,0.5923
2.45820e-008,0.4707
2.46160e-008,0.3652
2.46500e-008,0.2876
2.46840e-008,0.2341
2.47180e-008,0.1986
2.47520e-008,0.1864
2.47860e-008,0.2045
2.48200e-008,0.2463
2.48540e-008,0.2940
2.48880e-008,0.3349
2.49220e-008,0.3698
2.49560e-008,0.4023
2.49900e-008,0.4294
2.50240e-008,0.4458
2.50580e-008,0.4518
2.50920e-008,0.4531
2.51260e-008,0.4545
2.51600e-008,0.4565
2.51940e-008,0.4577
2.52280e-008,0.4587
2.52620e-008,0.4623
2.52960e-008,0.4730
2.53300e-008,0.4949
2.53640e-008,0.5289
2.53980e-008,0.5744
2.54320e-008,0.6334
2.54660e-008,0.7041
2.55000e-008,0.7783
2.55340e-008,0.8469
2.55680e-008,0.9030
2.56020e-008,0.9436
2.56360e-008,0.9696
2.56700e-008,0.9812
2.57040e-008,0.9799
2.57380e-008,0.9715
2.57720e-008,0.9646
2.58060e-008,0.9648
2.58400e-008,0.9727
2.58740e-008,0.9854
2.59080e-008,1.0013
2.59420e-008,1.0199
2.59760e-008,1.0389
2.60100e-008,1.0557
2.60440e-008,1.0677
2.60780e-008,1.0732
2.61120e-008,1.0731
2.61460e-008,1.0694
2.61800e-008,1.0633
2.62140e-008,1.0510
2.62480e-008,1.0223
2.62820e-008,0.9700
2.63160e-008,0.9007
2.63500e-008,0.8210
2.63840e-008,0.7251
2.64180e-008,0.6102
2.64520e-008,0.4880
2.64860e-008,0.3789
2.65200e-008,0.2972
2.65540e-008,0.2407
2.65880e-008,0.2025
2.66220e-008,0.1863
2.66560e-008,0.1999
2.66900e-008,0.2392
2.67240e-008,0.2872
2.67580e-008,0.3294
2.67920e-008,0.3648
2.68260e-008,0.3977
2.68600e-008,0.4260
2.68940e-008,0.4441
2.69280e-008,0.4514
2.69620e-008,0.4530
2.69960e-008,0.4542
2.70300e-008,0.4562
2.70640e-008,0.4575
2.70980e-008,0.4584
2.71320e-008,0.4615
2.71660e-008,0.4707
2.72000e-008,0.4908
2.72340e-008,0.5232
2.72680e-008,0.5669
2.73020e-008,0.6239
2.73360e-008,0.6932
2.73700e-008,0.7674
2.74040e-008,0.8374
2.74380e-008,0.8956
2.74720e-008,0.9385
2.75060e-008,0.9666
2.75400e-008,0.9804
2.75740e-008,0.9806
2.76080e-008,0.9728
2.76420e-008,0.9652
2.76760e-008,0.9642
2.77100e-008,0.9711
2.77440e-008,0.9832
2.77780e-008,0.9988
2.78120e-008,1.0170
2.78460e-008,1.0362
2.78800e-008,1.0534
2.79140e-008,1.0662
2.79480e-008,1.0728
2.79820e-008,1.0733
2.80160e-008,1.0701
2.80500e-008,1.0644
2.80840e-008,1.0535
2.81180e-008,1.0280
2.81520e-008,0.9791
2.81860e-008,0.9116
2.82200e-008,0.8335
2.82540e-008,0.7405
2.82880e-008,0.6280
2.83220e-008,0.5057
2.83560e-008,0.3935
2.83900e-008,0.3075
2.84240e-008,0.2478
2.84580e-008,0.2069
2.84920e-008,0.1869
2.85260e-008,0.1960
2.85600e-008,0.2324
2.85940e-008,0.2802
2.86280e-008,0.3236
2.86620e-008,0.3598
2.86960e-008,0.3930
2.87300e-008,0.4223
2.87640e-008,0.4422
2.87980e-008,0.4508
2.88320e-008,0.4528
2.88660e-008,0.4539
2.89000e-008,0.4559
2.89340e-008,0.4573
2.89680e-008,0.4582
2.90020e-008,0.4607
2.90360e-008,0.4687
2.90700e-008,0.4871
2.91040e-008,0.5177
2.91380e-008,0.5597
2.91720e-008,0.6146
2.92060e-008,0.6825
2.92400e-008,0.7566
2.92740e-008,0.8277
2.93080e-008,0.8880
2.93420e-008,0.9332
2.93760e-008,0.9634
2.94100e-008,0.9792
2.94440e-008,0.9813
2.94780e-008,0.9741
2.95120e-008,0.9659
2.95460e-008,0.9638
2.95800e-008,0.9697
2.96140e-008,0.9812
2.96480e-008,0.9963
2.96820e-008,1.0142
2.97160e-008,1.0334
2.97500e-008,1.0511
2.97840e-008,1.0647
2.98180e-008,1.0722
2.98520e-008,1.0735
2.98860e-008,1.0707
2.99200e-008,1.0653
2.99540e-008,1.0557
2.99880e-008,1.0331
3.00220e-008,0.9876
3.00560e-008,0.9222
3.00900e-008,0.8457
3.01240e-008,0.7554
3.01580e-008,0.6456
3.01920e-008,0.5235
3.02260e-008,0.4086
3.02600e-008,0.3183
3.02940e-008,0.2552
3.03280e-008,0.2118
3.03620e-008,0.1881
3.03960e-008,0.1927
3.04300e-008,0.2258
3.04640e-008,0.2732
3.04980e-008,0.3178
3.05320e-008,0.3547
3.05660e-008,0.3882
3.06000e-008,0.4184
3.06340e-008,0.4400
3.06680e-008,0.4501
3.07020e-008,0.4526
3.07360e-008,0.4537
3.07700e-008,0.4555
3.08040e-008,0.4572
3.08380e-008,0.4580
3.08720e-008,0.4600
3.09060e-008,0.4670
3.09400e-008,0.4836
3.09740e-008,0.5124
3.10080e-008,0.5527
3.10420e-008,0.6056
3.10760e-008,0.6718
3.11100e-008,0.7457
3.11440e-008,0.8177
3.11780e-008,0.8800
3.12120e-008,0.9275
3.12460e-008,0.9598
3.12800e-008,0.9778
3.13140e-008,0.9817
3.13480e-008,0.9754
3.13820e-008,0.9669
3.14160e-008,0.9636
3.14500e-008,0.9683
3.14840e-008,0.9792
3.15180e-008,0.9938
3.15520e-008,1.0114
3.15860e-008,1.0306
3.16200e-008,1.0486
3.16540e-008,1.0630
3.16880e-008,1.0715
3.17220e-008,1.0736
3.17560e-008,1.0713
3.17900e-008,1.0663
3.18240e-008,1.0576
3.18580e-008,1.0377
3.18920e-008,0.9958
3.19260e-008,0.9327
3.19600e-008,0.8577
3.19940e-008,0.7699
3.20280e-008,0.6629
3.20620e-008,0.5416
3.20960e-008,0.4242
3.21300e-008,0.3298
3.21640e-008,0.2631
3.21980e-008,0.2171
3.22320e-008,0.1900
3.22660e-008,0.1900
3.23000e-008,0.2196
3.23340e-008,0.2660
3.23680e-008,0.3117
3.24020e-008,0.3495
3.24360e-008,0.3833
3.24700e-008,0.4144
3.25040e-008,0.4375
3.25380e-008,0.4492
3.25720e-008,0.4525
3.26060e-008,0.4534
3.26400e-008,0.4552
3.26740e-008,0.4570
3.27080e-008,0.4578
3.27420e-008,0.4595
3.27760e-008,0.4654
3.28100e-008,0.4803
3.28440e-008,0.5074
3.28780e-008,0.5461
3.29120e-008,0.5969
3.29460e-008,0.6614
3.29800e-008,0.7347
3.30140e-008,0.8076
3.30480e-008,0.8718
3.30820e-008,0.9215
3.31160e-008,0.9560
3.31500e-008,0.9760
3.31840e-008,0.9819
3.32180e-008,0.9767
3.32520e-008,0.9679
3.32860e-008,0.9635
3.33200e-008,0.9671
3.33540e-008,0.9773
3.33880e-008,0.9914
3.34220e-008,1.0086
3.34560e-008,1.0277
3.34900e-008,1.0461
3.35240e-008,1.0612
3.35580e-008,1.0706
3.35920e-008,1.0736
3.36260e-008,1.0718
3.36600e-008,1.0671
3.36940e-008,1.0593
3.37280e-008,1.0418
3.37620e-008,1.0035
3.37960e-008,0.9429
3.38300e-008,0.8693
3.38640e-008,0.7839
3.38980e-008,0.6798
3.39320e-008,0.5597
3.39660e-008,0.4404
3.40000e-008,0.3418
3.40340e-008,0.2714
3.40680e-008,0.2228
3.41020e-008,0.1925
3.41360e-008,0.1880
3.41700e-008,0.2137
3.42040e-008,0.2588
3.42380e-008,0.3054
3.42720e-008,0.3443
3.43060e-008,0.3784
3.43400e-008,0.4101
3.43740e-008,0.4348
3.44080e-008,0.4481
3.44420e-008,0.4522
3.44760e-008,0.4532
3.45100e-008,0.4549
3.45440e-008,0.4567
3.45780e-008,0.4577
3.46120e-008,0.4590
3.46460e-008,0.4641
3.46800e-008,0.4774
3.47140e-008,0.5026
3.47480e-008,0.5396
3.47820e-008,0.5886
3.48160e-008,0.6512
3.48500e-008,0.7237
3.48840e-008,0.7972
3.49180e-008,0.8631
3.49520e-008,0.9151
3.49860e-008,0.9518
3.50200e-008,0.9740
3.50540e-008,0.9818
3.50880e-008,0.9778
3.51220e-008,0.9691
3.51560e-008,0.9637
3.51900e-008,0.9661
3.52240e-008,0.9755
3.52580e-008,0.9891
3.52920e-008,1.0059
3.53260e-008,1.0249
3.53600e-008,1.0435
3.53940e-008,1.0593
3.54280e-008,1.0696
3.54620e-008,1.0735
3.54960e-008,1.0722
3.55300e-008,1.0679
3.55640e-008,1.0608
3.55980e-008,1.0454
3.56320e-008,1.0107
3.56660e-008,0.9528
3.57000e-008,0.8807
3.57340e-008,0.7975
3.57680e-008,0.6964
3.58020e-008,0.5778
3.58360e-008,0.4571
3.58700e-008,0.3545
3.59040e-008,0.2802
3.59380e-008,0.2288
3.59720e-008,0.1956
3.60060e-008,0.1867
3.60400e-008,0.2082
3.60740e-008,0.2517
3.61080e-008,0.2990
3.61420e-008,0.3390
3.61760e-008,0.3735
3.62100e-008,0.4057
3.62440e-008,0.4318
3.62780e-008,0.4468
3.63120e-008,0.4519
3.63460e-008,0.4531
3.63800e-008,0.4546
3.64140e-008,0.4565
3.64480e-008,0.4575
3.64820e-008,0.4587
3.65160e-008,0.4629
