.HEADER
..NAMES
Time,V U2.T7
7.3939e-009,1.2267
7.4399e-009,1.2368
7.4858e-009,1.2471
7.5317e-009,1.2532
7.5776e-009,1.2521
7.6235e-009,1.2447
7.6695e-009,1.2352
7.7154e-009,1.2281
7.7613e-009,1.2262
7.8072e-009,1.2293
7.8532e-009,1.2339
7.8991e-009,1.2362
7.9450e-009,1.2340
7.9910e-009,1.2278
8.0369e-009,1.2201
8.0828e-009,1.2144
8.1287e-009,1.2134
8.1747e-009,1.2170
8.2206e-009,1.2233
8.2665e-009,1.2295
8.3124e-009,1.2333
8.3583e-009,1.2336
8.4043e-009,1.2307
8.4502e-009,1.2261
8.4961e-009,1.2214
8.5420e-009,1.2182
8.5880e-009,1.2176
8.6339e-009,1.2196
8.6798e-009,1.2232
8.7257e-009,1.2268
8.7717e-009,1.2287
8.8176e-009,1.2281
8.8635e-009,1.2256
8.9095e-009,1.2225
8.9554e-009,1.2206
9.0013e-009,1.2208
9.0472e-009,1.2227
9.0932e-009,1.2253
9.1391e-009,1.2272
9.1850e-009,1.2276
9.2309e-009,1.2266
9.2769e-009,1.2248
9.3228e-009,1.2233
9.3687e-009,1.2226
9.4146e-009,1.2231
9.4605e-009,1.2242
9.5065e-009,1.2254
9.5524e-009,1.2262
9.5983e-009,1.2263
9.6442e-009,1.2257
9.6902e-009,1.2248
9.7361e-009,1.2239
9.7820e-009,1.2234
9.8280e-009,1.2235
9.8739e-009,1.2242
9.9198e-009,1.2252
9.9657e-009,1.2261
1.00117e-008,1.2264
1.00576e-008,1.2260
1.01035e-008,1.2251
1.01494e-008,1.2242
1.01954e-008,1.2237
1.02413e-008,1.2239
1.02872e-008,1.2245
1.03331e-008,1.2253
1.03790e-008,1.2258
1.04250e-008,1.2259
1.04709e-008,1.2255
1.05168e-008,1.2250
1.05627e-008,1.2245
1.06087e-008,1.2244
1.06546e-008,1.2245
1.07005e-008,1.2249
1.07464e-008,1.2252
1.07924e-008,1.2255
1.08383e-008,1.2255
1.08842e-008,1.2254
1.09302e-008,1.2251
1.09761e-008,1.2249
1.10220e-008,1.2247
1.10679e-008,1.2247
1.11139e-008,1.2249
1.11598e-008,1.2252
1.12057e-008,1.2254
1.12516e-008,1.2255
1.12975e-008,1.2254
1.13435e-008,1.2252
1.13894e-008,1.2249
1.14353e-008,1.2248
1.14812e-008,1.2249
1.15272e-008,1.2251
1.15731e-008,1.2253
1.16190e-008,1.2254
1.16649e-008,1.2254
1.17109e-008,1.2253
1.17568e-008,1.2251
1.18027e-008,1.2250
1.18487e-008,1.2250
1.18946e-008,1.2251
1.19405e-008,1.2246
1.19864e-008,1.2171
1.20324e-008,1.1797
1.20783e-008,1.0993
1.21242e-008,0.9926
1.21701e-008,0.8631
1.22161e-008,0.7114
1.22620e-008,0.5670
1.23079e-008,0.4602
1.23538e-008,0.3934
1.23997e-008,0.3597
1.24457e-008,0.3537
1.24916e-008,0.3615
1.25375e-008,0.3651
1.25834e-008,0.3564
1.26294e-008,0.3371
1.26753e-008,0.3117
1.27212e-008,0.2852
1.27672e-008,0.2637
1.28131e-008,0.2520
1.28590e-008,0.2494
1.29049e-008,0.2515
1.29509e-008,0.2529
1.29968e-008,0.2502
1.30427e-008,0.2432
1.30886e-008,0.2341
1.31346e-008,0.2262
1.31805e-008,0.2221
1.32264e-008,0.2232
1.32723e-008,0.2283
1.33182e-008,0.2346
1.33642e-008,0.2394
1.34101e-008,0.2411
1.34560e-008,0.2400
1.35019e-008,0.2382
1.35479e-008,0.2378
1.35938e-008,0.2401
1.36397e-008,0.2449
1.36856e-008,0.2504
1.37316e-008,0.2544
1.37775e-008,0.2554
1.38234e-008,0.2538
1.38694e-008,0.2591
1.39153e-008,0.3002
1.39612e-008,0.3924
1.40071e-008,0.5182
1.40531e-008,0.6741
1.40990e-008,0.8466
1.41449e-008,0.9912
1.41908e-008,1.0816
1.42367e-008,1.1242
1.42827e-008,1.1281
1.43286e-008,1.1083
1.43745e-008,1.0905
1.44204e-008,1.0927
1.44664e-008,1.1154
1.45123e-008,1.1492
1.45582e-008,1.1842
1.46041e-008,1.2121
1.46501e-008,1.2276
1.46960e-008,1.2308
1.47419e-008,1.2264
1.47879e-008,1.2204
1.48338e-008,1.2182
1.48797e-008,1.2232
1.49256e-008,1.2340
1.49715e-008,1.2462
1.50175e-008,1.2547
1.50634e-008,1.2555
1.51093e-008,1.2485
1.51552e-008,1.2378
1.52012e-008,1.2287
1.52471e-008,1.2251
1.52930e-008,1.2277
1.53389e-008,1.2334
1.53849e-008,1.2377
1.54308e-008,1.2372
1.54767e-008,1.2315
1.55226e-008,1.2230
1.55686e-008,1.2153
1.56145e-008,1.2122
1.56604e-008,1.2147
1.57063e-008,1.2196
1.57523e-008,1.2119
1.57982e-008,1.1635
1.58441e-008,1.0714
1.58901e-008,0.9527
1.59360e-008,0.8069
1.59819e-008,0.6471
1.60278e-008,0.5106
1.60738e-008,0.4194
1.61197e-008,0.3692
1.61656e-008,0.3526
1.62115e-008,0.3592
1.62575e-008,0.3701
1.63034e-008,0.3686
1.63493e-008,0.3518
1.63952e-008,0.3253
1.64412e-008,0.2957
1.64871e-008,0.2698
1.65330e-008,0.2537
1.65789e-008,0.2490
1.66249e-008,0.2517
1.66708e-008,0.2557
1.67167e-008,0.2555
1.67626e-008,0.2491
1.68085e-008,0.2386
1.68545e-008,0.2280
1.69004e-008,0.2210
1.69463e-008,0.2200
1.69922e-008,0.2246
1.70382e-008,0.2320
1.70841e-008,0.2387
1.71300e-008,0.2420
1.71759e-008,0.2413
1.72219e-008,0.2382
1.72678e-008,0.2358
1.73137e-008,0.2363
1.73596e-008,0.2405
1.74056e-008,0.2470
1.74515e-008,0.2534
1.74974e-008,0.2569
1.75433e-008,0.2563
1.75893e-008,0.2521
1.76352e-008,0.2464
1.76811e-008,0.2415
1.77271e-008,0.2391
1.77730e-008,0.2399
1.78189e-008,0.2435
1.78648e-008,0.2482
1.79108e-008,0.2522
1.79567e-008,0.2540
1.80026e-008,0.2533
1.80485e-008,0.2506
1.80945e-008,0.2474
1.81404e-008,0.2452
1.81863e-008,0.2450
1.82322e-008,0.2466
1.82782e-008,0.2490
1.83241e-008,0.2510
1.83700e-008,0.2517
1.84159e-008,0.2509
1.84619e-008,0.2491
1.85078e-008,0.2472
1.85537e-008,0.2460
1.85996e-008,0.2460
1.86455e-008,0.2470
1.86915e-008,0.2485
1.87374e-008,0.2496
1.87833e-008,0.2499
1.88292e-008,0.2494
1.88752e-008,0.2483
1.89211e-008,0.2473
1.89670e-008,0.2467
1.90129e-008,0.2468
1.90589e-008,0.2475
1.91048e-008,0.2484
1.91507e-008,0.2491
1.91966e-008,0.2494
1.92426e-008,0.2490
1.92885e-008,0.2482
1.93344e-008,0.2474
1.93803e-008,0.2468
1.94263e-008,0.2468
1.94722e-008,0.2473
1.95181e-008,0.2480
1.95640e-008,0.2486
1.96100e-008,0.2489
1.96559e-008,0.2486
1.97018e-008,0.2481
1.97478e-008,0.2476
1.97937e-008,0.2472
1.98396e-008,0.2472
1.98855e-008,0.2475
1.99315e-008,0.2479
1.99774e-008,0.2483
2.00233e-008,0.2484
2.00692e-008,0.2483
2.01152e-008,0.2480
2.01611e-008,0.2477
2.02070e-008,0.2474
2.02529e-008,0.2474
2.02989e-008,0.2476
2.03448e-008,0.2478
2.03907e-008,0.2480
2.04366e-008,0.2481
2.04826e-008,0.2481
2.05285e-008,0.2479
2.05744e-008,0.2477
2.06203e-008,0.2475
2.06662e-008,0.2475
2.07122e-008,0.2476
2.07581e-008,0.2478
2.08040e-008,0.2479
2.08499e-008,0.2480
2.08959e-008,0.2479
2.09418e-008,0.2478
2.09877e-008,0.2477
2.10336e-008,0.2476
2.10796e-008,0.2476
2.11255e-008,0.2476
2.11714e-008,0.2477
2.12173e-008,0.2478
2.12633e-008,0.2479
2.13092e-008,0.2481
2.13551e-008,0.2527
2.14010e-008,0.2837
2.14470e-008,0.3643
2.14929e-008,0.4811
2.15388e-008,0.6244
2.15847e-008,0.7914
2.16307e-008,0.9452
2.16766e-008,1.0502
2.17225e-008,1.1068
2.17685e-008,1.1247
2.18144e-008,1.1137
2.18603e-008,1.0959
2.19062e-008,1.0924
2.19522e-008,1.1086
2.19981e-008,1.1377
2.20440e-008,1.1709
2.20899e-008,1.2003
2.21359e-008,1.2200
2.21818e-008,1.2280
2.22277e-008,1.2272
2.22736e-008,1.2228
2.23196e-008,1.2197
2.23655e-008,1.2221
2.24114e-008,1.2303
2.24573e-008,1.2413
2.25033e-008,1.2506
2.25492e-008,1.2540
2.25951e-008,1.2500
2.26410e-008,1.2410
2.26869e-008,1.2318
2.27329e-008,1.2266
2.27788e-008,1.2269
2.28247e-008,1.2312
2.28706e-008,1.2356
2.29166e-008,1.2363
2.29625e-008,1.2323
2.30084e-008,1.2250
2.30543e-008,1.2175
2.31003e-008,1.2133
2.31462e-008,1.2143
2.31921e-008,1.2193
2.32380e-008,1.2260
2.32840e-008,1.2316
2.33299e-008,1.2341
2.33758e-008,1.2330
2.34217e-008,1.2292
2.34677e-008,1.2242
2.35136e-008,1.2199
2.35595e-008,1.2176
2.36055e-008,1.2181
2.36514e-008,1.2210
2.36973e-008,1.2249
2.37432e-008,1.2280
2.37892e-008,1.2290
2.38351e-008,1.2275
2.38810e-008,1.2245
2.39269e-008,1.2217
2.39729e-008,1.2205
2.40188e-008,1.2214
2.40647e-008,1.2238
2.41106e-008,1.2263
2.41566e-008,1.2277
2.42025e-008,1.2275
2.42484e-008,1.2260
2.42943e-008,1.2242
2.43403e-008,1.2230
2.43862e-008,1.2228
2.44321e-008,1.2236
2.44780e-008,1.2248
2.45239e-008,1.2259
2.45699e-008,1.2264
2.46158e-008,1.2263
2.46617e-008,1.2255
2.47076e-008,1.2246
2.47536e-008,1.2238
2.47995e-008,1.2235
2.48454e-008,1.2238
2.48913e-008,1.2247
2.49373e-008,1.2257
2.49832e-008,1.2264
2.50291e-008,1.2264
2.50750e-008,1.2248
2.51210e-008,1.2123
2.51669e-008,1.1651
2.52128e-008,1.0777
2.52587e-008,0.9676
2.53047e-008,0.8335
2.53506e-008,0.6809
2.53965e-008,0.5428
2.54424e-008,0.4443
2.54884e-008,0.3839
2.55343e-008,0.3558
2.55802e-008,0.3537
2.56262e-008,0.3620
2.56721e-008,0.3638
2.57180e-008,0.3531
2.57639e-008,0.3327
2.58099e-008,0.3068
2.58558e-008,0.2806
2.59017e-008,0.2606
2.59476e-008,0.2507
2.59936e-008,0.2491
2.60395e-008,0.2514
2.60854e-008,0.2523
2.61313e-008,0.2489
2.61773e-008,0.2415
2.62232e-008,0.2327
2.62691e-008,0.2253
2.63150e-008,0.2221
2.63610e-008,0.2238
2.64069e-008,0.2291
2.64528e-008,0.2353
2.64987e-008,0.2397
2.65446e-008,0.2411
2.65906e-008,0.2398
2.66365e-008,0.2382
2.66824e-008,0.2382
2.67283e-008,0.2409
2.67743e-008,0.2458
2.68202e-008,0.2511
2.68661e-008,0.2546
2.69120e-008,0.2550
2.69580e-008,0.2524
2.70039e-008,0.2481
2.70498e-008,0.2438
2.70957e-008,0.2410
2.71417e-008,0.2408
2.71876e-008,0.2430
2.72335e-008,0.2466
2.72794e-008,0.2504
2.73254e-008,0.2528
2.73713e-008,0.2531
2.74172e-008,0.2515
2.74631e-008,0.2488
2.75091e-008,0.2466
2.75550e-008,0.2457
2.76009e-008,0.2464
2.76469e-008,0.2482
2.76928e-008,0.2500
2.77387e-008,0.2510
2.77846e-008,0.2509
2.78306e-008,0.2497
2.78765e-008,0.2481
2.79224e-008,0.2468
2.79683e-008,0.2464
2.80143e-008,0.2469
2.80602e-008,0.2480
2.81061e-008,0.2490
2.81520e-008,0.2495
2.81980e-008,0.2493
2.82439e-008,0.2487
2.82898e-008,0.2479
2.83357e-008,0.2473
2.83817e-008,0.2471
2.84276e-008,0.2474
2.84735e-008,0.2480
2.85194e-008,0.2487
2.85653e-008,0.2491
2.86113e-008,0.2490
2.86572e-008,0.2485
2.87031e-008,0.2478
2.87490e-008,0.2472
2.87950e-008,0.2470
2.88409e-008,0.2473
2.88868e-008,0.2478
2.89327e-008,0.2484
2.89787e-008,0.2487
2.90246e-008,0.2486
2.90705e-008,0.2483
2.91164e-008,0.2478
2.91624e-008,0.2475
2.92083e-008,0.2474
2.92542e-008,0.2475
2.93001e-008,0.2478
2.93461e-008,0.2481
2.93920e-008,0.2483
2.94379e-008,0.2483
2.94839e-008,0.2481
2.95298e-008,0.2478
2.95757e-008,0.2476
2.96216e-008,0.2475
2.96676e-008,0.2476
2.97135e-008,0.2477
2.97594e-008,0.2479
2.98053e-008,0.2481
2.98513e-008,0.2481
2.98972e-008,0.2480
2.99431e-008,0.2478
2.99890e-008,0.2476
3.00350e-008,0.2476
3.00809e-008,0.2476
3.01268e-008,0.2477
3.01727e-008,0.2479
3.02187e-008,0.2480
3.02646e-008,0.2479
3.03105e-008,0.2479
3.03564e-008,0.2477
3.04024e-008,0.2476
3.04483e-008,0.2476
3.04942e-008,0.2476
3.05401e-008,0.2477
3.05861e-008,0.2478
3.06320e-008,0.2478
3.06779e-008,0.2480
3.07238e-008,0.2512
3.07698e-008,0.2764
3.08157e-008,0.3501
3.08616e-008,0.4632
3.09075e-008,0.6027
3.09535e-008,0.7679
3.09994e-008,0.9265
3.10453e-008,1.0390
3.10912e-008,1.1016
3.11372e-008,1.1244
3.11831e-008,1.1163
3.12290e-008,1.0978
3.12749e-008,1.0916
3.13209e-008,1.1053
3.13668e-008,1.1332
3.14127e-008,1.1664
3.14586e-008,1.1967
3.15045e-008,1.2180
3.15505e-008,1.2276
3.15964e-008,1.2277
3.16423e-008,1.2234
3.16882e-008,1.2199
3.17342e-008,1.2214
3.17801e-008,1.2289
3.18260e-008,1.2398
3.18719e-008,1.2496
3.19179e-008,1.2541
3.19638e-008,1.2510
3.20097e-008,1.2424
3.20556e-008,1.2330
3.21016e-008,1.2270
3.21475e-008,1.2265
3.21934e-008,1.2305
3.22393e-008,1.2351
3.22853e-008,1.2365
3.23312e-008,1.2331
3.23771e-008,1.2261
3.24230e-008,1.2184
3.24690e-008,1.2136
3.25149e-008,1.2138
3.25608e-008,1.2185
3.26067e-008,1.2251
3.26527e-008,1.2309
3.26986e-008,1.2340
3.27445e-008,1.2334
3.27904e-008,1.2298
3.28364e-008,1.2249
3.28823e-008,1.2204
3.29282e-008,1.2178
3.29741e-008,1.2179
3.30201e-008,1.2205
3.30660e-008,1.2243
3.31119e-008,1.2277
3.31578e-008,1.2290
3.32038e-008,1.2278
3.32497e-008,1.2249
3.32956e-008,1.2220
3.33415e-008,1.2205
3.33875e-008,1.2212
3.34334e-008,1.2234
3.34793e-008,1.2260
3.35253e-008,1.2276
3.35712e-008,1.2276
3.36171e-008,1.2263
3.36630e-008,1.2245
3.37090e-008,1.2231
3.37549e-008,1.2227
3.38008e-008,1.2234
3.38467e-008,1.2246
3.38927e-008,1.2258
3.39386e-008,1.2264
3.39845e-008,1.2263
3.40304e-008,1.2257
3.40764e-008,1.2247
3.41223e-008,1.2239
3.41682e-008,1.2235
3.42141e-008,1.2238
3.42601e-008,1.2246
3.43060e-008,1.2256
3.43519e-008,1.2264
3.43978e-008,1.2265
3.44438e-008,1.2253
3.44897e-008,1.2155
3.45356e-008,1.1741
3.45815e-008,1.0911
3.46275e-008,0.9837
3.46734e-008,0.8533
3.47193e-008,0.7017
3.47652e-008,0.5596
3.48112e-008,0.4554
3.48571e-008,0.3903
3.49030e-008,0.3579
3.49489e-008,0.3530
3.49949e-008,0.3610
3.50408e-008,0.3643
3.50867e-008,0.3552
3.51326e-008,0.3359
3.51786e-008,0.3105
3.52245e-008,0.2840
3.52704e-008,0.2628
3.53163e-008,0.2515
3.53622e-008,0.2490
3.54082e-008,0.2510
3.54541e-008,0.2524
3.55000e-008,0.2496
3.55459e-008,0.2427
3.55919e-008,0.2339
3.56378e-008,0.2262
3.56837e-008,0.2223
3.57296e-008,0.2234
3.57756e-008,0.2283
3.58215e-008,0.2345
3.58674e-008,0.2393
3.59133e-008,0.2411
3.59593e-008,0.2401
3.60052e-008,0.2384
3.60511e-008,0.2381
3.60970e-008,0.2404
3.61430e-008,0.2451
3.61889e-008,0.2505
3.62348e-008,0.2543
3.62807e-008,0.2552
3.63267e-008,0.2537
3.63726e-008,0.2603
3.64185e-008,0.3050
3.64644e-008,0.4002
3.65104e-008,0.5280
3.65563e-008,0.6859
3.66022e-008,0.8581
3.66481e-008,0.9993
3.66941e-008,1.0861
3.67400e-008,1.1257
3.67859e-008,1.1273
3.68318e-008,1.1068
3.68778e-008,1.0899
3.69237e-008,1.0937
3.69696e-008,1.1174
3.70155e-008,1.1516
3.70615e-008,1.1863
3.71074e-008,1.2135
3.71533e-008,1.2282
3.71992e-008,1.2307
3.72452e-008,1.2260
3.72911e-008,1.2201
3.73370e-008,1.2183
3.73830e-008,1.2237
3.74289e-008,1.2348
3.74748e-008,1.2470
3.75207e-008,1.2550
3.75667e-008,1.2553
3.76126e-008,1.2478
3.76585e-008,1.2370
3.77044e-008,1.2283
3.77504e-008,1.2251
3.77963e-008,1.2280
3.78422e-008,1.2338
3.78881e-008,1.2378
3.79341e-008,1.2369
3.79800e-008,1.2310
3.80259e-008,1.2224
3.80718e-008,1.2150
3.81178e-008,1.2123
3.81637e-008,1.2150
3.82096e-008,1.2198
3.82555e-008,1.2102
3.83015e-008,1.1585
3.83474e-008,1.0641
3.83933e-008,0.9436
3.84392e-008,0.7960
3.84852e-008,0.6364
3.85311e-008,0.5027
3.85770e-008,0.4146
3.86229e-008,0.3669
3.86689e-008,0.3524
3.87148e-008,0.3601
3.87607e-008,0.3706
3.88066e-008,0.3680
3.88526e-008,0.3503
3.88985e-008,0.3233
3.89444e-008,0.2937
3.89903e-008,0.2683
3.90363e-008,0.2530
3.90822e-008,0.2490
3.91281e-008,0.2521
3.91740e-008,0.2559
3.92199e-008,0.2553
3.92659e-008,0.2485
3.93118e-008,0.2379
3.93577e-008,0.2274
3.94036e-008,0.2207
3.94496e-008,0.2201
3.94955e-008,0.2251
3.95414e-008,0.2326
3.95873e-008,0.2391
3.96333e-008,0.2421
3.96792e-008,0.2411
3.97251e-008,0.2380
3.97710e-008,0.2357
3.98170e-008,0.2365
3.98629e-008,0.2409
3.99088e-008,0.2475
3.99547e-008,0.2538
4.00007e-008,0.2570
4.00466e-008,0.2562
4.00925e-008,0.2541
4.01384e-008,0.2690
4.01844e-008,0.3316
4.02303e-008,0.4404
4.02762e-008,0.5793
4.03221e-008,0.7472
4.03681e-008,0.9144
4.04140e-008,1.0371
4.04599e-008,1.1055
4.05058e-008,1.1299
4.05518e-008,1.1204
4.05977e-008,1.0979
4.06436e-008,1.0875
4.06895e-008,1.0997
4.07355e-008,1.1290
4.07814e-008,1.1649
4.08273e-008,1.1979
4.08732e-008,1.2208
4.09192e-008,1.2303
4.09651e-008,1.2291
4.10110e-008,1.2230
4.10569e-008,1.2181
4.11029e-008,1.2190
4.11488e-008,1.2272
4.11947e-008,1.2396
4.12407e-008,1.2510
4.12866e-008,1.2565
4.13325e-008,1.2534
4.13784e-008,1.2438
4.14244e-008,1.2330
4.14703e-008,1.2260
4.15162e-008,1.2253
4.15621e-008,1.2301
4.16081e-008,1.2359
4.16540e-008,1.2385
4.16999e-008,1.2355
4.17458e-008,1.2280
4.17918e-008,1.2192
4.18377e-008,1.2130
4.18836e-008,1.2124
4.19295e-008,1.2168
4.19755e-008,1.2196
4.20214e-008,1.1981
4.20673e-008,1.1294
4.21132e-008,1.0250
4.21592e-008,0.8952
4.22051e-008,0.7399
4.22510e-008,0.5852
4.22969e-008,0.4669
4.23429e-008,0.3940
4.23888e-008,0.3587
4.24347e-008,0.3537
4.24806e-008,0.3646
4.25266e-008,0.3716
4.25725e-008,0.3632
4.26184e-008,0.3414
4.26643e-008,0.3128
4.27103e-008,0.2839
4.27562e-008,0.2616
4.28021e-008,0.2505
4.28480e-008,0.2497
4.28940e-008,0.2537
4.29399e-008,0.2564
4.29858e-008,0.2536
4.30317e-008,0.2450
4.30777e-008,0.2339
4.31236e-008,0.2244
4.31695e-008,0.2198
4.32154e-008,0.2214
4.32613e-008,0.2277
4.33073e-008,0.2352
4.33532e-008,0.2406
4.33991e-008,0.2421
4.34450e-008,0.2401
4.34910e-008,0.2369
4.35369e-008,0.2356
4.35828e-008,0.2376
4.36287e-008,0.2431
4.36747e-008,0.2499
4.37206e-008,0.2554
4.37665e-008,0.2572
4.38124e-008,0.2549
4.38584e-008,0.2498
4.39043e-008,0.2441
4.39502e-008,0.2401
4.39961e-008,0.2391
4.40421e-008,0.2412
4.40880e-008,0.2455
4.41339e-008,0.2501
4.41798e-008,0.2533
4.42258e-008,0.2540
4.42717e-008,0.2523
4.43176e-008,0.2492
4.43635e-008,0.2463
4.44095e-008,0.2449
4.44554e-008,0.2455
4.45013e-008,0.2476
4.45472e-008,0.2500
4.45932e-008,0.2515
4.46391e-008,0.2516
4.46850e-008,0.2503
4.47309e-008,0.2483
4.47769e-008,0.2466
4.48228e-008,0.2459
4.48687e-008,0.2464
4.49146e-008,0.2476
4.49606e-008,0.2490
4.50065e-008,0.2499
4.50524e-008,0.2498
4.50983e-008,0.2490
4.51443e-008,0.2479
4.51902e-008,0.2470
4.52361e-008,0.2467
4.52821e-008,0.2471
4.53280e-008,0.2479
4.53739e-008,0.2488
4.54198e-008,0.2493
4.54658e-008,0.2493
4.55117e-008,0.2488
4.55576e-008,0.2479
4.56035e-008,0.2471
4.56495e-008,0.2468
4.56954e-008,0.2475
4.57413e-008,0.2563
4.57872e-008,0.2989
4.58332e-008,0.3907
4.58791e-008,0.5135
4.59250e-008,0.6634
4.59709e-008,0.8311
4.60169e-008,0.9747
4.60628e-008,1.0671
4.61087e-008,1.1141
4.61546e-008,1.1243
4.62006e-008,1.1098
4.62465e-008,1.0941
4.62924e-008,1.0954
4.63383e-008,1.1151
4.63843e-008,1.1456
4.64302e-008,1.1782
4.64761e-008,1.2057
4.65220e-008,1.2228
4.65680e-008,1.2285
4.66139e-008,1.2266
4.66598e-008,1.2223
4.67057e-008,1.2203
4.67517e-008,1.2240
4.67976e-008,1.2330
4.68435e-008,1.2437
4.68894e-008,1.2519
4.69354e-008,1.2537
4.69813e-008,1.2483
4.70272e-008,1.2390
4.70731e-008,1.2305
4.71190e-008,1.2265
4.71650e-008,1.2279
4.72109e-008,1.2325
4.72568e-008,1.2361
4.73027e-008,1.2357
4.73487e-008,1.2307
4.73946e-008,1.2232
4.74405e-008,1.2163
4.74864e-008,1.2134
4.75324e-008,1.2154
4.75783e-008,1.2210
4.76242e-008,1.2276
4.76701e-008,1.2325
4.77161e-008,1.2342
4.77620e-008,1.2323
4.78079e-008,1.2281
4.78538e-008,1.2233
4.78998e-008,1.2194
4.79457e-008,1.2177
4.79916e-008,1.2188
4.80375e-008,1.2220
4.80835e-008,1.2258
4.81294e-008,1.2285
4.81753e-008,1.2289
4.82212e-008,1.2269
4.82672e-008,1.2239
4.83131e-008,1.2214
4.83590e-008,1.2207
4.84049e-008,1.2220
4.84509e-008,1.2245
4.84968e-008,1.2268
4.85427e-008,1.2279
4.85886e-008,1.2273
4.86346e-008,1.2257
4.86805e-008,1.2240
4.87264e-008,1.2230
4.87723e-008,1.2230
4.88183e-008,1.2240
4.88642e-008,1.2252
4.89101e-008,1.2262
4.89560e-008,1.2265
4.90020e-008,1.2262
4.90479e-008,1.2254
4.90938e-008,1.2245
4.91398e-008,1.2238
4.91857e-008,1.2236
4.92316e-008,1.2241
4.92775e-008,1.2250
