.HEADER
..NAMES
Time,V U2.J7&K7
6.8680e-009,0.2184
6.9020e-009,0.2533
6.9360e-009,0.2810
6.9700e-009,0.2952
7.0040e-009,0.2998
7.0380e-009,0.3021
7.0720e-009,0.3048
7.1060e-009,0.3076
7.1400e-009,0.3111
7.1740e-009,0.3170
7.2080e-009,0.3280
7.2420e-009,0.3458
7.2760e-009,0.3684
7.3100e-009,0.3929
7.3440e-009,0.4201
7.3780e-009,0.4556
7.4120e-009,0.5064
7.4460e-009,0.5694
7.4800e-009,0.6403
7.5140e-009,0.7248
7.5480e-009,0.8218
7.5820e-009,0.9211
7.6160e-009,1.0134
7.6500e-009,1.0907
7.6840e-009,1.1500
7.7180e-009,1.1933
7.7520e-009,1.2190
7.7860e-009,1.2248
7.8200e-009,1.2150
7.8540e-009,1.1974
7.8880e-009,1.1766
7.9220e-009,1.1512
7.9560e-009,1.1202
7.9900e-009,1.0864
8.0240e-009,1.0539
8.0580e-009,1.0246
8.0920e-009,1.0002
8.1260e-009,0.9824
8.1600e-009,0.9722
8.1940e-009,0.9709
8.2280e-009,0.9788
8.2620e-009,0.9928
8.2960e-009,1.0029
8.3300e-009,0.9866
8.3640e-009,0.9279
8.3980e-009,0.8372
8.4320e-009,0.7256
8.4660e-009,0.5937
8.5000e-009,0.4527
8.5340e-009,0.3243
8.5680e-009,0.2287
8.6020e-009,0.1764
8.6360e-009,0.1605
8.6700e-009,0.1655
8.7040e-009,0.1836
8.7380e-009,0.2137
8.7720e-009,0.2500
8.8060e-009,0.2800
8.8400e-009,0.2962
8.8740e-009,0.3011
8.9080e-009,0.3025
8.9420e-009,0.3040
8.9760e-009,0.3058
9.0100e-009,0.3081
9.0440e-009,0.3128
9.0780e-009,0.3225
9.1120e-009,0.3394
9.1460e-009,0.3618
9.1800e-009,0.3869
9.2140e-009,0.4146
9.2480e-009,0.4496
9.2820e-009,0.4991
9.3160e-009,0.5612
9.3500e-009,0.6308
9.3840e-009,0.7125
9.4180e-009,0.8072
9.4520e-009,0.9056
9.4860e-009,0.9985
9.5200e-009,1.0778
9.5540e-009,1.1397
9.5880e-009,1.1860
9.6220e-009,1.2155
9.6560e-009,1.2252
9.6900e-009,1.2180
9.7240e-009,1.2017
9.7580e-009,1.1814
9.7920e-009,1.1564
9.8260e-009,1.1254
9.8600e-009,1.0909
9.8940e-009,1.0571
9.9280e-009,1.0267
9.9620e-009,1.0010
9.9960e-009,0.9821
1.00300e-008,0.9708
1.00640e-008,0.9683
1.00980e-008,0.9755
1.01320e-008,0.9896
1.01660e-008,1.0020
1.02000e-008,0.9918
1.02340e-008,0.9394
1.02680e-008,0.8522
1.03020e-008,0.7433
1.03360e-008,0.6135
1.03700e-008,0.4718
1.04040e-008,0.3396
1.04380e-008,0.2378
1.04720e-008,0.1792
1.05060e-008,0.1593
1.05400e-008,0.1626
1.05740e-008,0.1796
1.06080e-008,0.2089
1.06420e-008,0.2456
1.06760e-008,0.2776
1.07100e-008,0.2958
1.07440e-008,0.3016
1.07780e-008,0.3026
1.08120e-008,0.3033
1.08460e-008,0.3043
1.08800e-008,0.3059
1.09140e-008,0.3098
1.09480e-008,0.3185
1.09820e-008,0.3345
1.10160e-008,0.3567
1.10500e-008,0.3820
1.10840e-008,0.4098
1.11180e-008,0.4440
1.11520e-008,0.4917
1.11860e-008,0.5527
1.12200e-008,0.6209
1.12540e-008,0.7001
1.12880e-008,0.7928
1.13220e-008,0.8906
1.13560e-008,0.9843
1.13900e-008,1.0656
1.14240e-008,1.1301
1.14580e-008,1.1789
1.14920e-008,1.2116
1.15260e-008,1.2247
1.15600e-008,1.2201
1.15940e-008,1.2050
1.16280e-008,1.1854
1.16620e-008,1.1612
1.16960e-008,1.1309
1.17300e-008,1.0962
1.17640e-008,1.0617
1.17980e-008,1.0302
1.18320e-008,1.0034
1.18660e-008,0.9831
1.19000e-008,0.9706
1.19340e-008,0.9668
1.19680e-008,0.9729
1.20020e-008,0.9867
1.20360e-008,1.0007
1.20700e-008,0.9958
1.21040e-008,0.9498
1.21380e-008,0.8666
1.21720e-008,0.7605
1.22060e-008,0.6334
1.22400e-008,0.4920
1.22740e-008,0.3567
1.23080e-008,0.2492
1.23420e-008,0.1841
1.23760e-008,0.1597
1.24100e-008,0.1607
1.24440e-008,0.1762
1.24780e-008,0.2040
1.25120e-008,0.2405
1.25460e-008,0.2741
1.25800e-008,0.2946
1.26140e-008,0.3016
1.26480e-008,0.3027
1.26820e-008,0.3031
1.27160e-008,0.3037
1.27500e-008,0.3049
1.27840e-008,0.3081
1.28180e-008,0.3158
1.28520e-008,0.3307
1.28860e-008,0.3524
1.29200e-008,0.3776
1.29540e-008,0.4054
1.29880e-008,0.4385
1.30220e-008,0.4842
1.30560e-008,0.5437
1.30900e-008,0.6108
1.31240e-008,0.6877
1.31580e-008,0.7784
1.31920e-008,0.8758
1.32260e-008,0.9703
1.32600e-008,1.0538
1.32940e-008,1.1209
1.33280e-008,1.1721
1.33620e-008,1.2076
1.33960e-008,1.2239
1.34300e-008,1.2217
1.34640e-008,1.2079
1.34980e-008,1.1890
1.35320e-008,1.1656
1.35660e-008,1.1360
1.36000e-008,1.1015
1.36340e-008,1.0665
1.36680e-008,1.0343
1.37020e-008,1.0065
1.37360e-008,0.9850
1.37700e-008,0.9712
1.38040e-008,0.9660
1.38380e-008,0.9708
1.38720e-008,0.9840
1.39060e-008,0.9991
1.39400e-008,0.9988
1.39740e-008,0.9595
1.40080e-008,0.8807
1.40420e-008,0.7775
1.40760e-008,0.6533
1.41100e-008,0.5127
1.41440e-008,0.3750
1.41780e-008,0.2621
1.42120e-008,0.1904
1.42460e-008,0.1609
1.42800e-008,0.1593
1.43140e-008,0.1731
1.43480e-008,0.1992
1.43820e-008,0.2352
1.44160e-008,0.2701
1.44500e-008,0.2928
1.44840e-008,0.3014
1.45180e-008,0.3027
1.45520e-008,0.3030
1.45860e-008,0.3035
1.46200e-008,0.3045
1.46540e-008,0.3071
1.46880e-008,0.3139
1.47220e-008,0.3277
1.47560e-008,0.3486
1.47900e-008,0.3735
1.48240e-008,0.4010
1.48580e-008,0.4331
1.48920e-008,0.4767
1.49260e-008,0.5346
1.49600e-008,0.6007
1.49940e-008,0.6757
1.50280e-008,0.7644
1.50620e-008,0.8613
1.50960e-008,0.9565
1.51300e-008,1.0421
1.51640e-008,1.1117
1.51980e-008,1.1652
1.52320e-008,1.2034
1.52660e-008,1.2228
1.53000e-008,1.2231
1.53340e-008,1.2106
1.53680e-008,1.1922
1.54020e-008,1.1696
1.54360e-008,1.1409
1.54700e-008,1.1068
1.55040e-008,1.0715
1.55380e-008,1.0387
1.55720e-008,1.0100
1.56060e-008,0.9874
1.56400e-008,0.9724
1.56740e-008,0.9659
1.57080e-008,0.9692
1.57420e-008,0.9815
1.57760e-008,0.9971
1.58100e-008,1.0008
1.58440e-008,0.9682
1.58780e-008,0.8942
1.59120e-008,0.7940
1.59460e-008,0.6728
1.59800e-008,0.5336
1.60140e-008,0.3939
1.60480e-008,0.2761
1.60820e-008,0.1977
1.61160e-008,0.1628
1.61500e-008,0.1582
1.61840e-008,0.1702
1.62180e-008,0.1947
1.62520e-008,0.2297
1.62860e-008,0.2657
1.63200e-008,0.2905
1.63540e-008,0.3009
1.63880e-008,0.3028
1.64220e-008,0.3030
1.64560e-008,0.3034
1.64900e-008,0.3042
1.65240e-008,0.3064
1.65580e-008,0.3124
1.65920e-008,0.3250
1.66260e-008,0.3450
1.66600e-008,0.3696
1.66940e-008,0.3968
1.67280e-008,0.4279
1.67620e-008,0.4695
1.67960e-008,0.5256
1.68300e-008,0.5907
1.68640e-008,0.6639
1.68980e-008,0.7505
1.69320e-008,0.8467
1.69660e-008,0.9427
1.70000e-008,1.0302
1.70340e-008,1.1023
1.70680e-008,1.1581
1.71020e-008,1.1988
1.71360e-008,1.2213
1.71700e-008,1.2242
1.72040e-008,1.2131
1.72380e-008,1.1953
1.72720e-008,1.1734
1.73060e-008,1.1456
1.73400e-008,1.1120
1.73740e-008,1.0766
1.74080e-008,1.0432
1.74420e-008,1.0138
1.74760e-008,0.9902
1.75100e-008,0.9740
1.75440e-008,0.9661
1.75780e-008,0.9680
1.76120e-008,0.9792
1.76460e-008,0.9950
1.76800e-008,1.0021
1.77140e-008,0.9759
1.77480e-008,0.9071
1.77820e-008,0.8100
1.78160e-008,0.6919
1.78500e-008,0.5546
1.78840e-008,0.4134
1.79180e-008,0.2911
1.79520e-008,0.2063
1.79860e-008,0.1655
1.80200e-008,0.1576
1.80540e-008,0.1676
1.80880e-008,0.1903
1.81220e-008,0.2243
1.81560e-008,0.2610
1.81900e-008,0.2879
1.82240e-008,0.3002
1.82580e-008,0.3028
1.82920e-008,0.3030
1.83260e-008,0.3033
1.83600e-008,0.3040
1.83940e-008,0.3059
1.84280e-008,0.3111
1.84620e-008,0.3226
1.84960e-008,0.3416
1.85300e-008,0.3658
1.85640e-008,0.3926
1.85980e-008,0.4229
1.86320e-008,0.4625
1.86660e-008,0.5167
1.87000e-008,0.5809
1.87340e-008,0.6524
1.87680e-008,0.7369
1.88020e-008,0.8323
1.88360e-008,0.9289
1.88700e-008,1.0180
1.89040e-008,1.0927
1.89380e-008,1.1508
1.89720e-008,1.1939
1.90060e-008,1.2193
1.90400e-008,1.2249
1.90740e-008,1.2154
1.91080e-008,1.1983
1.91420e-008,1.1770
1.91760e-008,1.1502
1.92100e-008,1.1173
1.92440e-008,1.0818
1.92780e-008,1.0480
1.93120e-008,1.0178
1.93460e-008,0.9932
1.93800e-008,0.9758
1.94140e-008,0.9666
1.94480e-008,0.9670
1.94820e-008,0.9771
1.95160e-008,0.9927
1.95500e-008,1.0025
1.95840e-008,0.9826
1.96180e-008,0.9194
1.96520e-008,0.8256
1.96860e-008,0.7106
1.97200e-008,0.5755
1.97540e-008,0.4334
1.97880e-008,0.3070
1.98220e-008,0.2158
1.98560e-008,0.1689
1.98900e-008,0.1573
1.99240e-008,0.1653
1.99580e-008,0.1862
1.99920e-008,0.2188
2.00260e-008,0.2560
2.00600e-008,0.2850
2.00940e-008,0.2992
2.01280e-008,0.3027
2.01620e-008,0.3030
2.01960e-008,0.3033
2.02300e-008,0.3039
2.02640e-008,0.3055
2.02980e-008,0.3100
2.03320e-008,0.3204
2.03660e-008,0.3384
2.04000e-008,0.3621
2.04340e-008,0.3885
2.04680e-008,0.4181
2.05020e-008,0.4559
2.05360e-008,0.5079
2.05700e-008,0.5711
2.06040e-008,0.6412
2.06380e-008,0.7236
2.06720e-008,0.8179
2.07060e-008,0.9148
2.07400e-008,1.0056
2.07740e-008,1.0827
2.08080e-008,1.1431
2.08420e-008,1.1885
2.08760e-008,1.2168
2.09100e-008,1.2252
2.09440e-008,1.2174
2.09780e-008,1.2011
2.10120e-008,1.1805
2.10460e-008,1.1546
2.10800e-008,1.1224
2.11140e-008,1.0870
2.11480e-008,1.0527
2.11820e-008,1.0220
2.12160e-008,0.9963
2.12500e-008,0.9779
2.12840e-008,0.9674
2.13180e-008,0.9663
2.13520e-008,0.9751
2.13860e-008,0.9904
2.14200e-008,1.0023
2.14540e-008,0.9883
2.14880e-008,0.9311
2.15220e-008,0.8407
2.15560e-008,0.7289
2.15900e-008,0.5962
2.16240e-008,0.4538
2.16580e-008,0.3237
2.16920e-008,0.2264
2.17260e-008,0.1732
2.17600e-008,0.1575
2.17940e-008,0.1633
2.18280e-008,0.1824
2.18620e-008,0.2135
2.18960e-008,0.2508
2.19300e-008,0.2816
2.19640e-008,0.2981
2.19980e-008,0.3026
2.20320e-008,0.3030
2.20660e-008,0.3032
2.21000e-008,0.3038
2.21340e-008,0.3051
2.21680e-008,0.3091
2.22020e-008,0.3184
2.22360e-008,0.3354
2.22700e-008,0.3584
2.23040e-008,0.3845
2.23380e-008,0.4135
2.23720e-008,0.4495
2.24060e-008,0.4995
2.24400e-008,0.5615
2.24740e-008,0.6303
2.25080e-008,0.7106
2.25420e-008,0.8037
2.25760e-008,0.9008
2.26100e-008,0.9929
2.26440e-008,1.0724
2.26780e-008,1.1352
2.27120e-008,1.1828
2.27460e-008,1.2139
2.27800e-008,1.2252
2.28140e-008,1.2194
2.28480e-008,1.2039
2.28820e-008,1.1839
2.29160e-008,1.1589
2.29500e-008,1.1276
2.29840e-008,1.0923
2.30180e-008,1.0576
2.30520e-008,1.0262
2.30860e-008,0.9997
2.31200e-008,0.9801
2.31540e-008,0.9684
2.31880e-008,0.9658
2.32220e-008,0.9733
2.32560e-008,0.9880
2.32900e-008,1.0015
2.33240e-008,0.9929
2.33580e-008,0.9420
2.33920e-008,0.8554
2.34260e-008,0.7467
2.34600e-008,0.6168
2.34940e-008,0.4745
2.35280e-008,0.3412
2.35620e-008,0.2380
2.35960e-008,0.1783
2.36300e-008,0.1581
2.36640e-008,0.1615
2.36980e-008,0.1789
2.37320e-008,0.2083
2.37660e-008,0.2454
2.38000e-008,0.2779
2.38340e-008,0.2966
2.38680e-008,0.3024
2.39020e-008,0.3030
2.39360e-008,0.3032
2.39700e-008,0.3037
2.40040e-008,0.3048
2.40380e-008,0.3083
2.40720e-008,0.3166
2.41060e-008,0.3324
2.41400e-008,0.3548
2.41740e-008,0.3806
2.42080e-008,0.4090
2.42420e-008,0.4435
2.42760e-008,0.4912
2.43100e-008,0.5519
2.43440e-008,0.6196
2.43780e-008,0.6978
2.44120e-008,0.7894
2.44460e-008,0.8865
2.44800e-008,0.9799
2.45140e-008,1.0616
2.45480e-008,1.1269
2.45820e-008,1.1768
2.46160e-008,1.2106
2.46500e-008,1.2248
2.46840e-008,1.2210
2.47180e-008,1.2065
2.47520e-008,1.1871
2.47860e-008,1.1630
2.48200e-008,1.1325
2.48540e-008,1.0975
2.48880e-008,1.0626
2.49220e-008,1.0306
2.49560e-008,1.0032
2.49900e-008,0.9825
2.50240e-008,0.9696
2.50580e-008,0.9656
2.50920e-008,0.9717
2.51260e-008,0.9857
2.51600e-008,1.0003
2.51940e-008,0.9967
2.52280e-008,0.9522
2.52620e-008,0.8697
2.52960e-008,0.7640
2.53300e-008,0.6370
2.53640e-008,0.4954
2.53980e-008,0.3593
2.54320e-008,0.2506
2.54660e-008,0.1842
2.55000e-008,0.1592
2.55340e-008,0.1601
2.55680e-008,0.1756
2.56020e-008,0.2033
2.56360e-008,0.2400
2.56700e-008,0.2740
2.57040e-008,0.2948
2.57380e-008,0.3020
2.57720e-008,0.3030
2.58060e-008,0.3032
2.58400e-008,0.3036
2.58740e-008,0.3046
2.59080e-008,0.3076
2.59420e-008,0.3150
2.59760e-008,0.3297
2.60100e-008,0.3513
2.60440e-008,0.3767
2.60780e-008,0.4046
2.61120e-008,0.4378
2.61460e-008,0.4833
2.61800e-008,0.5425
2.62140e-008,0.6092
2.62480e-008,0.6855
2.62820e-008,0.7753
2.63160e-008,0.8723
2.63500e-008,0.9667
2.63840e-008,1.0506
2.64180e-008,1.1183
2.64520e-008,1.1704
2.64860e-008,1.2068
2.65200e-008,1.2240
2.65540e-008,1.2225
2.65880e-008,1.2091
2.66220e-008,1.1902
2.66560e-008,1.1669
2.66900e-008,1.1374
2.67240e-008,1.1028
2.67580e-008,1.0676
2.67920e-008,1.0350
2.68260e-008,1.0069
2.68600e-008,0.9851
2.68940e-008,0.9710
2.69280e-008,0.9656
2.69620e-008,0.9702
2.69960e-008,0.9833
2.70300e-008,0.9987
2.70640e-008,0.9994
2.70980e-008,0.9615
2.71320e-008,0.8835
2.71660e-008,0.7808
2.72000e-008,0.6569
2.72340e-008,0.5164
2.72680e-008,0.3780
2.73020e-008,0.2641
2.73360e-008,0.1911
2.73700e-008,0.1608
2.74040e-008,0.1589
2.74380e-008,0.1725
2.74720e-008,0.1986
2.75060e-008,0.2344
2.75400e-008,0.2696
2.75740e-008,0.2927
2.76080e-008,0.3016
2.76420e-008,0.3030
2.76760e-008,0.3031
2.77100e-008,0.3036
2.77440e-008,0.3044
2.77780e-008,0.3069
2.78120e-008,0.3135
2.78460e-008,0.3270
2.78800e-008,0.3478
2.79140e-008,0.3728
2.79480e-008,0.4003
2.79820e-008,0.4324
2.80160e-008,0.4756
2.80500e-008,0.5332
2.80840e-008,0.5990
2.81180e-008,0.6733
2.81520e-008,0.7614
2.81860e-008,0.8579
2.82200e-008,0.9532
2.82540e-008,1.0392
2.82880e-008,1.1094
2.83220e-008,1.1636
2.83560e-008,1.2026
2.83900e-008,1.2228
2.84240e-008,1.2237
2.84580e-008,1.2115
2.84920e-008,1.1933
2.85260e-008,1.1707
2.85600e-008,1.1422
2.85940e-008,1.1080
2.86280e-008,1.0727
2.86620e-008,1.0396
2.86960e-008,1.0107
2.87300e-008,0.9879
2.87640e-008,0.9726
2.87980e-008,0.9658
2.88320e-008,0.9689
2.88660e-008,0.9810
2.89000e-008,0.9968
2.89340e-008,1.0013
2.89680e-008,0.9700
2.90020e-008,0.8968
2.90360e-008,0.7972
2.90700e-008,0.6764
2.91040e-008,0.5374
2.91380e-008,0.3973
2.91720e-008,0.2785
2.92060e-008,0.1990
2.92400e-008,0.1631
2.92740e-008,0.1580
2.93080e-008,0.1698
2.93420e-008,0.1940
2.93760e-008,0.2289
2.94100e-008,0.2651
2.94440e-008,0.2903
2.94780e-008,0.3010
2.95120e-008,0.3030
2.95460e-008,0.3031
2.95800e-008,0.3035
2.96140e-008,0.3042
2.96480e-008,0.3064
2.96820e-008,0.3122
2.97160e-008,0.3246
2.97500e-008,0.3444
2.97840e-008,0.3690
2.98180e-008,0.3961
2.98520e-008,0.4272
2.98860e-008,0.4683
2.99200e-008,0.5241
2.99540e-008,0.5889
2.99880e-008,0.6616
3.00220e-008,0.7477
3.00560e-008,0.8436
3.00900e-008,0.9396
3.01240e-008,1.0274
3.01580e-008,1.1002
3.01920e-008,1.1566
3.02260e-008,1.1979
3.02600e-008,1.2211
3.02940e-008,1.2246
3.03280e-008,1.2139
3.03620e-008,1.1962
3.03960e-008,1.1744
3.04300e-008,1.1468
3.04640e-008,1.1133
3.04980e-008,1.0778
3.05320e-008,1.0443
3.05660e-008,1.0147
3.06000e-008,0.9908
3.06340e-008,0.9744
3.06680e-008,0.9662
3.07020e-008,0.9678
3.07360e-008,0.9788
3.07700e-008,0.9946
3.08040e-008,1.0023
3.08380e-008,0.9774
3.08720e-008,0.9096
3.09060e-008,0.8131
3.09400e-008,0.6956
3.09740e-008,0.5585
3.10080e-008,0.4171
3.10420e-008,0.2939
3.10760e-008,0.2079
3.11100e-008,0.1660
3.11440e-008,0.1575
3.11780e-008,0.1673
3.12120e-008,0.1897
3.12460e-008,0.2234
3.12800e-008,0.2602
3.13140e-008,0.2876
3.13480e-008,0.3002
3.13820e-008,0.3029
3.14160e-008,0.3031
3.14500e-008,0.3035
3.14840e-008,0.3041
3.15180e-008,0.3059
3.15520e-008,0.3111
3.15860e-008,0.3223
3.16200e-008,0.3412
3.16540e-008,0.3652
3.16880e-008,0.3920
3.17220e-008,0.4222
3.17560e-008,0.4614
3.17900e-008,0.5151
3.18240e-008,0.5790
3.18580e-008,0.6501
3.18920e-008,0.7341
3.19260e-008,0.8292
3.19600e-008,0.9258
3.19940e-008,1.0153
3.20280e-008,1.0905
3.20620e-008,1.1492
3.20960e-008,1.1929
3.21300e-008,1.2190
3.21640e-008,1.2252
3.21980e-008,1.2160
3.22320e-008,1.1991
3.22660e-008,1.1779
3.23000e-008,1.1513
3.23340e-008,1.1185
3.23680e-008,1.0830
3.24020e-008,1.0490
3.24360e-008,1.0187
3.24700e-008,0.9939
3.25040e-008,0.9763
3.25380e-008,0.9669
3.25720e-008,0.9670
3.26060e-008,0.9768
3.26400e-008,0.9924
3.26740e-008,1.0027
3.27080e-008,0.9839
3.27420e-008,0.9218
3.27760e-008,0.8286
3.28100e-008,0.7142
3.28440e-008,0.5794
3.28780e-008,0.4372
3.29120e-008,0.3100
3.29460e-008,0.2177
3.29800e-008,0.1696
3.30140e-008,0.1573
3.30480e-008,0.1650
3.30820e-008,0.1856
3.31160e-008,0.2179
3.31500e-008,0.2551
3.31840e-008,0.2845
3.32180e-008,0.2992
3.32520e-008,0.3028
3.32860e-008,0.3031
3.33200e-008,0.3034
3.33540e-008,0.3040
3.33880e-008,0.3056
3.34220e-008,0.3100
3.34560e-008,0.3202
3.34900e-008,0.3380
3.35240e-008,0.3615
3.35580e-008,0.3879
3.35920e-008,0.4174
3.36260e-008,0.4548
3.36600e-008,0.5064
3.36940e-008,0.5693
3.37280e-008,0.6390
3.37620e-008,0.7209
3.37960e-008,0.8149
3.38300e-008,0.9118
3.38640e-008,1.0029
3.38980e-008,1.0805
3.39320e-008,1.1415
3.39660e-008,1.1875
3.40000e-008,1.2164
3.40340e-008,1.2255
3.40680e-008,1.2181
3.41020e-008,1.2019
3.41360e-008,1.1813
3.41700e-008,1.1556
3.42040e-008,1.1236
3.42380e-008,1.0882
3.42720e-008,1.0538
3.43060e-008,1.0229
3.43400e-008,0.9971
3.43740e-008,0.9784
3.44080e-008,0.9677
3.44420e-008,0.9663
3.44760e-008,0.9748
3.45100e-008,0.9900
3.45440e-008,1.0023
3.45780e-008,0.9893
3.46120e-008,0.9333
3.46460e-008,0.8437
3.46800e-008,0.7324
3.47140e-008,0.6002
3.47480e-008,0.4577
3.47820e-008,0.3270
3.48160e-008,0.2285
3.48500e-008,0.1741
3.48840e-008,0.1576
3.49180e-008,0.1630
3.49520e-008,0.1818
3.49860e-008,0.2126
3.50200e-008,0.2499
3.50540e-008,0.2810
3.50880e-008,0.2979
3.51220e-008,0.3026
3.51560e-008,0.3031
3.51900e-008,0.3033
3.52240e-008,0.3039
3.52580e-008,0.3052
3.52920e-008,0.3091
3.53260e-008,0.3183
3.53600e-008,0.3350
3.53940e-008,0.3579
3.54280e-008,0.3839
3.54620e-008,0.4128
3.54960e-008,0.4485
3.55300e-008,0.4979
3.55640e-008,0.5596
3.55980e-008,0.6281
3.56320e-008,0.7079
3.56660e-008,0.8006
3.57000e-008,0.8977
3.57340e-008,0.9901
3.57680e-008,1.0701
3.58020e-008,1.1335
3.58360e-008,1.1817
3.58700e-008,1.2134
3.59040e-008,1.2253
3.59380e-008,1.2199
3.59720e-008,1.2046
3.60060e-008,1.1847
3.60400e-008,1.1599
3.60740e-008,1.1287
3.61080e-008,1.0934
3.61420e-008,1.0587
3.61760e-008,1.0272
3.62100e-008,1.0005
3.62440e-008,0.9807
3.62780e-008,0.9687
3.63120e-008,0.9659
3.63460e-008,0.9730
3.63800e-008,0.9876
3.64140e-008,1.0015
3.64480e-008,0.9939
3.64820e-008,0.9442
3.65160e-008,0.8584
