.HEADER
..NAMES
Time,V U3.N7
2.77846e-008,0.2504
2.78306e-008,0.2494
2.78765e-008,0.2491
2.79224e-008,0.2495
2.79683e-008,0.2503
2.80143e-008,0.2512
2.80602e-008,0.2516
2.81061e-008,0.2515
2.81520e-008,0.2507
2.81980e-008,0.2498
2.82439e-008,0.2489
2.82898e-008,0.2485
2.83357e-008,0.2485
2.83817e-008,0.2489
2.84276e-008,0.2495
2.84735e-008,0.2499
2.85194e-008,0.2500
2.85653e-008,0.2499
2.86113e-008,0.2495
2.86572e-008,0.2491
2.87031e-008,0.2488
2.87490e-008,0.2489
2.87950e-008,0.2491
2.88409e-008,0.2494
2.88868e-008,0.2497
2.89327e-008,0.2498
2.89787e-008,0.2520
2.90246e-008,0.2684
2.90705e-008,0.3160
2.91164e-008,0.3909
2.91624e-008,0.4875
2.92083e-008,0.6173
2.92542e-008,0.7701
2.93001e-008,0.9126
2.93461e-008,1.0330
2.93920e-008,1.1273
2.94379e-008,1.1820
2.94839e-008,1.1993
2.95298e-008,1.1962
2.95757e-008,1.1822
2.96216e-008,1.1666
2.96676e-008,1.1599
2.97135e-008,1.1639
2.97594e-008,1.1752
2.98053e-008,1.1909
2.98513e-008,1.2054
2.98972e-008,1.2146
2.99431e-008,1.2188
2.99890e-008,1.2204
3.00350e-008,1.2215
3.00809e-008,1.2245
3.01268e-008,1.2297
3.01727e-008,1.2361
3.02187e-008,1.2424
3.02646e-008,1.2470
3.03105e-008,1.2482
3.03564e-008,1.2459
3.04024e-008,1.2411
3.04483e-008,1.2353
3.04942e-008,1.2306
3.05401e-008,1.2279
3.05861e-008,1.2267
3.06320e-008,1.2262
3.06779e-008,1.2251
3.07238e-008,1.2228
3.07698e-008,1.2194
3.08157e-008,1.2162
3.08616e-008,1.2144
3.09075e-008,1.2147
3.09535e-008,1.2172
3.09994e-008,1.2211
3.10453e-008,1.2252
3.10912e-008,1.2282
3.11372e-008,1.2293
3.11831e-008,1.2282
3.12290e-008,1.2255
3.12749e-008,1.2223
3.13209e-008,1.2197
3.13668e-008,1.2186
3.14127e-008,1.2190
3.14586e-008,1.2205
3.15045e-008,1.2223
3.15505e-008,1.2237
3.15964e-008,1.2242
3.16423e-008,1.2238
3.16882e-008,1.2227
3.17342e-008,1.2215
3.17801e-008,1.2208
3.18260e-008,1.2209
3.18719e-008,1.2218
3.19179e-008,1.2231
3.19638e-008,1.2242
3.20097e-008,1.2248
3.20556e-008,1.2246
3.21016e-008,1.2239
3.21475e-008,1.2231
3.21934e-008,1.2225
3.22393e-008,1.2223
3.22853e-008,1.2226
3.23312e-008,1.2232
3.23771e-008,1.2237
3.24230e-008,1.2241
3.24690e-008,1.2240
3.25149e-008,1.2237
3.25608e-008,1.2232
3.26067e-008,1.2229
3.26527e-008,1.2227
3.26986e-008,1.2225
3.27445e-008,1.2168
3.27904e-008,1.1909
3.28364e-008,1.1368
3.28823e-008,1.0637
3.29282e-008,0.9677
3.29741e-008,0.8379
3.30201e-008,0.6928
3.30660e-008,0.5605
3.31119e-008,0.4475
3.31578e-008,0.3583
3.32038e-008,0.3027
3.32497e-008,0.2786
3.32956e-008,0.2760
3.33415e-008,0.2866
3.33875e-008,0.2997
3.34334e-008,0.3062
3.34793e-008,0.3043
3.35253e-008,0.2960
3.35712e-008,0.2842
3.36171e-008,0.2730
3.36630e-008,0.2645
3.37090e-008,0.2588
3.37549e-008,0.2550
3.38008e-008,0.2521
3.38467e-008,0.2487
3.38927e-008,0.2438
3.39386e-008,0.2376
3.39845e-008,0.2310
3.40304e-008,0.2260
3.40764e-008,0.2243
3.41223e-008,0.2258
3.41682e-008,0.2294
3.42141e-008,0.2339
3.42601e-008,0.2377
3.43060e-008,0.2406
3.43519e-008,0.2429
3.43978e-008,0.2447
3.44438e-008,0.2464
3.44897e-008,0.2487
3.45356e-008,0.2515
3.45815e-008,0.2542
3.46275e-008,0.2560
3.46734e-008,0.2561
3.47193e-008,0.2544
3.47652e-008,0.2515
3.48112e-008,0.2481
3.48571e-008,0.2455
3.49030e-008,0.2443
3.49489e-008,0.2447
3.49949e-008,0.2465
3.50408e-008,0.2489
3.50867e-008,0.2511
3.51326e-008,0.2524
3.51786e-008,0.2525
3.52245e-008,0.2518
3.52704e-008,0.2507
3.53163e-008,0.2496
3.53622e-008,0.2490
3.54082e-008,0.2492
3.54541e-008,0.2499
3.55000e-008,0.2508
3.55459e-008,0.2515
3.55919e-008,0.2515
3.56378e-008,0.2509
3.56837e-008,0.2500
3.57296e-008,0.2491
3.57756e-008,0.2485
3.58215e-008,0.2484
3.58674e-008,0.2487
3.59133e-008,0.2492
3.59593e-008,0.2497
3.60052e-008,0.2500
3.60511e-008,0.2499
3.60970e-008,0.2496
3.61430e-008,0.2492
3.61889e-008,0.2488
3.62348e-008,0.2488
3.62807e-008,0.2490
3.63267e-008,0.2493
3.63726e-008,0.2496
3.64185e-008,0.2497
3.64644e-008,0.2506
3.65104e-008,0.2605
3.65563e-008,0.2977
3.66022e-008,0.3656
3.66481e-008,0.4545
3.66941e-008,0.5733
3.67400e-008,0.7224
3.67859e-008,0.8708
3.68318e-008,0.9980
3.68778e-008,1.1017
3.69237e-008,1.1696
3.69696e-008,1.1969
3.70155e-008,1.1986
3.70615e-008,1.1872
3.71074e-008,1.1708
3.71533e-008,1.1607
3.71992e-008,1.1617
3.72452e-008,1.1711
3.72911e-008,1.1858
3.73370e-008,1.2014
3.73830e-008,1.2123
3.74289e-008,1.2179
3.74748e-008,1.2200
3.75207e-008,1.2210
3.75667e-008,1.2232
3.76126e-008,1.2279
3.76585e-008,1.2340
3.77044e-008,1.2405
3.77504e-008,1.2459
3.77963e-008,1.2482
3.78422e-008,1.2469
3.78881e-008,1.2428
3.79341e-008,1.2371
3.79800e-008,1.2318
3.80259e-008,1.2285
3.80718e-008,1.2270
3.81178e-008,1.2263
3.81637e-008,1.2255
3.82096e-008,1.2236
3.82555e-008,1.2204
3.83015e-008,1.2170
3.83474e-008,1.2147
3.83933e-008,1.2144
3.84392e-008,1.2162
3.84852e-008,1.2198
3.85311e-008,1.2240
3.85770e-008,1.2275
3.86229e-008,1.2292
3.86689e-008,1.2287
3.87148e-008,1.2264
3.87607e-008,1.2232
3.88066e-008,1.2204
3.88526e-008,1.2187
3.88985e-008,1.2187
3.89444e-008,1.2199
3.89903e-008,1.2217
3.90363e-008,1.2233
3.90822e-008,1.2242
3.91281e-008,1.2240
3.91740e-008,1.2231
3.92199e-008,1.2219
3.92659e-008,1.2209
3.93118e-008,1.2208
3.93577e-008,1.2214
3.94036e-008,1.2226
3.94496e-008,1.2239
3.94955e-008,1.2247
3.95414e-008,1.2247
3.95873e-008,1.2242
3.96333e-008,1.2233
3.96792e-008,1.2226
3.97251e-008,1.2223
3.97710e-008,1.2225
3.98170e-008,1.2230
3.98629e-008,1.2236
3.99088e-008,1.2240
3.99547e-008,1.2241
4.00007e-008,1.2238
4.00466e-008,1.2234
4.00925e-008,1.2229
4.01384e-008,1.2227
4.01844e-008,1.2229
4.02303e-008,1.2233
4.02762e-008,1.2238
4.03221e-008,1.2242
4.03681e-008,1.2243
4.04140e-008,1.2242
4.04599e-008,1.2239
4.05058e-008,1.2236
4.05518e-008,1.2233
4.05977e-008,1.2232
4.06436e-008,1.2233
4.06895e-008,1.2236
4.07355e-008,1.2240
4.07814e-008,1.2242
4.08273e-008,1.2243
4.08732e-008,1.2241
4.09192e-008,1.2239
4.09651e-008,1.2236
4.10110e-008,1.2235
4.10569e-008,1.2236
4.11029e-008,1.2238
4.11488e-008,1.2240
4.11947e-008,1.2242
4.12407e-008,1.2242
4.12866e-008,1.2242
4.13325e-008,1.2241
4.13784e-008,1.2239
4.14244e-008,1.2238
4.14703e-008,1.2238
4.15162e-008,1.2239
4.15621e-008,1.2240
4.16081e-008,1.2242
4.16540e-008,1.2242
4.16999e-008,1.2242
4.17458e-008,1.2242
4.17918e-008,1.2241
4.18377e-008,1.2240
4.18836e-008,1.2240
4.19295e-008,1.2240
4.19755e-008,1.2241
4.20214e-008,1.2242
4.20673e-008,1.2239
4.21132e-008,1.2193
4.21592e-008,1.1966
4.22051e-008,1.1456
4.22510e-008,1.0748
4.22969e-008,0.9832
4.23429e-008,0.8580
4.23888e-008,0.7134
4.24347e-008,0.5788
4.24806e-008,0.4632
4.25266e-008,0.3697
4.25725e-008,0.3087
4.26184e-008,0.2804
4.26643e-008,0.2751
4.27103e-008,0.2846
4.27562e-008,0.2983
4.28021e-008,0.3064
4.28480e-008,0.3058
4.28940e-008,0.2984
4.29399e-008,0.2869
4.29858e-008,0.2751
4.30317e-008,0.2660
4.30777e-008,0.2596
4.31236e-008,0.2555
4.31695e-008,0.2526
4.32154e-008,0.2495
4.32613e-008,0.2451
4.33073e-008,0.2391
4.33532e-008,0.2325
4.33991e-008,0.2271
4.34450e-008,0.2247
4.34910e-008,0.2257
4.35369e-008,0.2290
4.35828e-008,0.2334
4.36287e-008,0.2375
4.36747e-008,0.2406
4.37206e-008,0.2431
4.37665e-008,0.2449
4.38124e-008,0.2466
4.38584e-008,0.2487
4.39043e-008,0.2514
4.39502e-008,0.2541
4.39961e-008,0.2560
4.40421e-008,0.2564
4.40880e-008,0.2551
4.41339e-008,0.2523
4.41798e-008,0.2490
4.42258e-008,0.2462
4.42717e-008,0.2447
4.43176e-008,0.2449
4.43635e-008,0.2464
4.44095e-008,0.2488
4.44554e-008,0.2510
4.45013e-008,0.2525
4.45472e-008,0.2529
4.45932e-008,0.2523
4.46391e-008,0.2512
4.46850e-008,0.2500
4.47309e-008,0.2494
4.47769e-008,0.2494
4.48228e-008,0.2500
4.48687e-008,0.2509
4.49146e-008,0.2516
4.49606e-008,0.2518
4.50065e-008,0.2513
4.50524e-008,0.2504
4.50983e-008,0.2495
4.51443e-008,0.2489
4.51902e-008,0.2487
4.52361e-008,0.2489
4.52821e-008,0.2494
4.53280e-008,0.2499
4.53739e-008,0.2502
4.54198e-008,0.2502
4.54658e-008,0.2499
4.55117e-008,0.2495
4.55576e-008,0.2491
4.56035e-008,0.2490
4.56495e-008,0.2491
4.56954e-008,0.2494
4.57413e-008,0.2497
4.57872e-008,0.2499
4.58332e-008,0.2505
4.58791e-008,0.2582
4.59250e-008,0.2907
4.59709e-008,0.3551
4.60169e-008,0.4411
4.60628e-008,0.5549
4.61087e-008,0.7012
4.61546e-008,0.8516
4.62006e-008,0.9818
4.62465e-008,1.0893
4.62924e-008,1.1630
4.63383e-008,1.1952
4.63843e-008,1.1995
4.64302e-008,1.1895
4.64761e-008,1.1731
4.65220e-008,1.1616
4.65680e-008,1.1612
4.66139e-008,1.1696
4.66598e-008,1.1837
4.67057e-008,1.1996
4.67517e-008,1.2114
4.67976e-008,1.2175
4.68435e-008,1.2200
4.68894e-008,1.2210
4.69354e-008,1.2230
4.69813e-008,1.2273
4.70272e-008,1.2333
4.70731e-008,1.2398
4.71190e-008,1.2454
4.71650e-008,1.2483
4.72109e-008,1.2475
4.72568e-008,1.2436
4.73027e-008,1.2380
4.73487e-008,1.2326
4.73946e-008,1.2289
4.74405e-008,1.2272
4.74864e-008,1.2265
4.75324e-008,1.2258
4.75783e-008,1.2241
4.76242e-008,1.2211
4.76701e-008,1.2176
4.77161e-008,1.2136
4.77620e-008,1.2015
4.78079e-008,1.1663
4.78538e-008,1.1074
4.78998e-008,1.0313
4.79457e-008,0.9257
4.79916e-008,0.7879
4.80375e-008,0.6446
4.80835e-008,0.5167
4.81294e-008,0.4076
4.81753e-008,0.3269
4.82212e-008,0.2827
4.82672e-008,0.2685
4.83131e-008,0.2740
4.83590e-008,0.2897
4.84049e-008,0.3034
4.84509e-008,0.3079
4.84968e-008,0.3032
4.85427e-008,0.2919
4.85886e-008,0.2780
4.86346e-008,0.2660
4.86805e-008,0.2579
4.87264e-008,0.2534
4.87723e-008,0.2516
4.88183e-008,0.2503
4.88642e-008,0.2476
4.89101e-008,0.2426
4.89560e-008,0.2356
4.90020e-008,0.2285
4.90479e-008,0.2238
4.90938e-008,0.2228
4.91398e-008,0.2252
4.91857e-008,0.2298
4.92316e-008,0.2348
4.92775e-008,0.2389
