.HEADER
..NAMES
Time,V U2.H7
1.58245e-008,1.2746
1.58670e-008,1.2670
1.59094e-008,1.2629
1.59518e-008,1.2719
1.59942e-008,1.2762
1.60366e-008,1.2773
1.60791e-008,1.2742
1.61215e-008,1.2668
1.61639e-008,1.2609
1.62064e-008,1.2552
1.62488e-008,1.2526
1.62912e-008,1.2517
1.63336e-008,1.2513
1.63761e-008,1.2518
1.64185e-008,1.2543
1.64609e-008,1.2561
1.65033e-008,1.2556
1.65457e-008,1.2560
1.65882e-008,1.2548
1.66306e-008,1.2541
1.66730e-008,1.2569
1.67155e-008,1.2583
1.67579e-008,1.2580
1.68003e-008,1.2571
1.68427e-008,1.2562
1.68851e-008,1.2566
1.69276e-008,1.2570
1.69700e-008,1.2575
1.70124e-008,1.2581
1.70548e-008,1.2582
1.70973e-008,1.2580
1.71397e-008,1.2584
1.71821e-008,1.2587
1.72246e-008,1.2581
1.72670e-008,1.2579
1.73094e-008,1.2578
1.73518e-008,1.2577
1.73942e-008,1.2584
1.74367e-008,1.2587
1.74791e-008,1.2585
1.75215e-008,1.2581
1.75640e-008,1.2580
1.76064e-008,1.2583
1.76488e-008,1.2585
1.76912e-008,1.2585
1.77336e-008,1.2586
1.77761e-008,1.2586
1.78185e-008,1.2584
1.78609e-008,1.2586
1.79033e-008,1.2587
1.79458e-008,1.2573
1.79882e-008,1.2218
1.80306e-008,1.0668
1.80731e-008,0.8964
1.81155e-008,0.7380
1.81579e-008,0.5711
1.82003e-008,0.4391
1.82427e-008,0.3477
1.82852e-008,0.2903
1.83276e-008,0.2519
1.83700e-008,0.2273
1.84125e-008,0.2165
1.84549e-008,0.2103
1.84973e-008,0.2025
1.85397e-008,0.1956
1.85822e-008,0.1974
1.86246e-008,0.1982
1.86670e-008,0.2038
1.87094e-008,0.2122
1.87518e-008,0.2008
1.87943e-008,0.1912
1.88367e-008,0.1972
1.88791e-008,0.2008
1.89216e-008,0.2056
1.89640e-008,0.2119
1.90064e-008,0.2197
1.90488e-008,0.2243
1.90912e-008,0.2245
1.91337e-008,0.2245
1.91761e-008,0.2251
1.92185e-008,0.2232
1.92610e-008,0.2203
1.93034e-008,0.2216
1.93458e-008,0.2223
1.93882e-008,0.2222
1.94307e-008,0.2240
1.94731e-008,0.2213
1.95155e-008,0.2183
1.95579e-008,0.2201
1.96003e-008,0.2215
1.96428e-008,0.2214
1.96852e-008,0.2208
1.97276e-008,0.2208
1.97701e-008,0.2209
1.98125e-008,0.2200
1.98549e-008,0.2300
1.98973e-008,0.3233
1.99397e-008,0.4684
1.99822e-008,0.6295
2.00246e-008,0.8083
2.00670e-008,0.9458
2.01095e-008,1.0570
2.01519e-008,1.1339
2.01943e-008,1.1870
2.02367e-008,1.2220
2.02792e-008,1.2414
2.03216e-008,1.2540
2.03640e-008,1.2631
2.04064e-008,1.2716
2.04488e-008,1.2742
2.04913e-008,1.2755
2.05337e-008,1.2725
2.05761e-008,1.2636
2.06186e-008,1.2677
2.06610e-008,1.2760
2.07034e-008,1.2771
2.07458e-008,1.2770
2.07882e-008,1.2468
2.08307e-008,1.1011
2.08731e-008,0.9027
2.09155e-008,0.7464
2.09580e-008,0.5790
2.10004e-008,0.4449
2.10428e-008,0.3473
2.10852e-008,0.2888
2.11277e-008,0.2528
2.11701e-008,0.2268
2.12125e-008,0.2146
2.12549e-008,0.2084
2.12973e-008,0.1994
2.13398e-008,0.1925
2.13822e-008,0.1958
2.14246e-008,0.1984
2.14671e-008,0.2014
2.15095e-008,0.2106
2.15519e-008,0.2020
2.15943e-008,0.1876
2.16367e-008,0.1933
2.16792e-008,0.2001
2.17216e-008,0.2056
2.17640e-008,0.2107
2.18064e-008,0.2178
2.18489e-008,0.2240
2.18913e-008,0.2245
2.19337e-008,0.2235
2.19762e-008,0.2240
2.20186e-008,0.2224
2.20610e-008,0.2194
2.21034e-008,0.2207
2.21458e-008,0.2222
2.21883e-008,0.2214
2.22307e-008,0.2229
2.22731e-008,0.2212
2.23156e-008,0.2174
2.23580e-008,0.2188
2.24004e-008,0.2211
2.24428e-008,0.2214
2.24852e-008,0.2203
2.25277e-008,0.2197
2.25701e-008,0.2204
2.26125e-008,0.2198
2.26549e-008,0.2186
2.26974e-008,0.2189
2.27398e-008,0.2192
2.27822e-008,0.2184
2.28247e-008,0.2189
2.28671e-008,0.2198
2.29095e-008,0.2194
2.29519e-008,0.2193
2.29943e-008,0.2191
2.30368e-008,0.2184
2.30792e-008,0.2187
2.31216e-008,0.2194
2.31641e-008,0.2195
2.32065e-008,0.2190
2.32489e-008,0.2186
2.32913e-008,0.2190
2.33338e-008,0.2191
2.33762e-008,0.2187
2.34186e-008,0.2188
2.34610e-008,0.2190
2.35034e-008,0.2188
2.35459e-008,0.2187
2.35883e-008,0.2190
2.36307e-008,0.2189
2.36732e-008,0.2187
2.37156e-008,0.2187
2.37580e-008,0.2186
2.38004e-008,0.2187
2.38428e-008,0.2188
2.38853e-008,0.2188
2.39277e-008,0.2186
2.39701e-008,0.2185
2.40126e-008,0.2186
2.40550e-008,0.2187
2.40974e-008,0.2186
2.41398e-008,0.2185
2.41823e-008,0.2186
2.42247e-008,0.2186
2.42671e-008,0.2185
2.43095e-008,0.2186
2.43519e-008,0.2186
2.43944e-008,0.2185
2.44368e-008,0.2185
2.44792e-008,0.2185
2.45217e-008,0.2196
2.45641e-008,0.2633
2.46065e-008,0.3967
2.46489e-008,0.5432
2.46913e-008,0.7250
2.47338e-008,0.8800
2.47762e-008,1.0054
2.48186e-008,1.0984
2.48611e-008,1.1620
2.49035e-008,1.2068
2.49459e-008,1.2325
2.49883e-008,1.2473
2.50308e-008,1.2571
2.50732e-008,1.2668
2.51156e-008,1.2728
2.51580e-008,1.2737
2.52004e-008,1.2743
2.52429e-008,1.2666
2.52853e-008,1.2630
2.53277e-008,1.2719
2.53702e-008,1.2759
2.54126e-008,1.2771
2.54550e-008,1.2739
2.54974e-008,1.2665
2.55398e-008,1.2606
2.55823e-008,1.2549
2.56247e-008,1.2524
2.56671e-008,1.2516
2.57096e-008,1.2511
2.57520e-008,1.2517
2.57944e-008,1.2542
2.58368e-008,1.2559
2.58793e-008,1.2555
2.59217e-008,1.2559
2.59641e-008,1.2546
2.60065e-008,1.2541
2.60489e-008,1.2569
2.60914e-008,1.2582
2.61338e-008,1.2579
2.61762e-008,1.2570
2.62187e-008,1.2561
2.62611e-008,1.2565
2.63035e-008,1.2569
2.63459e-008,1.2574
2.63883e-008,1.2559
2.64308e-008,1.2096
2.64732e-008,1.0431
2.65156e-008,0.8786
2.65580e-008,0.7164
2.66005e-008,0.5523
2.66429e-008,0.4248
2.66853e-008,0.3383
2.67278e-008,0.2838
2.67702e-008,0.2474
2.68126e-008,0.2251
2.68550e-008,0.2150
2.68974e-008,0.2087
2.69399e-008,0.2004
2.69823e-008,0.1946
2.70247e-008,0.1972
2.70672e-008,0.1977
2.71096e-008,0.2046
2.71520e-008,0.2115
2.71944e-008,0.1980
2.72368e-008,0.1908
2.72793e-008,0.1973
2.73217e-008,0.2008
2.73641e-008,0.2320
2.74065e-008,0.3692
2.74490e-008,0.5301
2.74914e-008,0.7052
2.75338e-008,0.8690
2.75763e-008,0.9953
2.76187e-008,1.0948
2.76611e-008,1.1584
2.77035e-008,1.2021
2.77459e-008,1.2329
2.77884e-008,1.2486
2.78308e-008,1.2590
2.78732e-008,1.2700
2.79157e-008,1.2745
2.79581e-008,1.2727
2.80005e-008,1.2757
2.80429e-008,1.2711
2.80854e-008,1.2636
2.81278e-008,1.2721
2.81702e-008,1.2796
2.82126e-008,1.2790
2.82550e-008,1.2755
2.82975e-008,1.2673
2.83399e-008,1.2625
2.83823e-008,1.2565
2.84248e-008,1.2525
2.84672e-008,1.2527
2.85096e-008,1.2528
2.85520e-008,1.2527
2.85944e-008,1.2551
2.86369e-008,1.2570
2.86793e-008,1.2558
2.87217e-008,1.2565
2.87642e-008,1.2565
2.88066e-008,1.2548
2.88490e-008,1.2571
2.88914e-008,1.2593
2.89339e-008,1.2589
2.89763e-008,1.2578
2.90187e-008,1.2565
2.90611e-008,1.2573
2.91035e-008,1.2579
2.91460e-008,1.2578
2.91884e-008,1.2586
2.92308e-008,1.2591
2.92733e-008,1.2587
2.93157e-008,1.2588
2.93581e-008,1.2593
2.94005e-008,1.2586
2.94429e-008,1.2584
2.94854e-008,1.2585
2.95278e-008,1.2582
2.95702e-008,1.2587
2.96127e-008,1.2592
2.96551e-008,1.2590
2.96975e-008,1.2586
2.97399e-008,1.2583
2.97824e-008,1.2587
2.98248e-008,1.2591
2.98672e-008,1.2589
2.99096e-008,1.2589
2.99521e-008,1.2590
2.99945e-008,1.2589
3.00369e-008,1.2589
3.00793e-008,1.2591
3.01218e-008,1.2587
3.01642e-008,1.2412
3.02066e-008,1.1190
3.02490e-008,0.9374
3.02914e-008,0.7852
3.03339e-008,0.6133
3.03763e-008,0.4716
3.04187e-008,0.3686
3.04612e-008,0.3038
3.05036e-008,0.2614
3.05460e-008,0.2326
3.05884e-008,0.2189
3.06309e-008,0.2122
3.06733e-008,0.2053
3.07157e-008,0.1969
3.07581e-008,0.1967
3.08005e-008,0.1986
3.08430e-008,0.2013
3.08854e-008,0.2116
3.09278e-008,0.2057
3.09702e-008,0.1919
3.10127e-008,0.1957
3.10551e-008,0.2002
3.10975e-008,0.2044
3.11400e-008,0.2102
3.11824e-008,0.2179
3.12248e-008,0.2238
3.12672e-008,0.2249
3.13096e-008,0.2246
3.13521e-008,0.2253
3.13945e-008,0.2242
3.14369e-008,0.2210
3.14793e-008,0.2212
3.15218e-008,0.2226
3.15642e-008,0.2221
3.16066e-008,0.2239
3.16491e-008,0.2227
3.16915e-008,0.2188
3.17339e-008,0.2196
3.17763e-008,0.2215
3.18188e-008,0.2217
3.18612e-008,0.2211
3.19036e-008,0.2209
3.19460e-008,0.2212
3.19884e-008,0.2205
3.20309e-008,0.2194
3.20733e-008,0.2196
3.21157e-008,0.2199
3.21582e-008,0.2191
3.22006e-008,0.2193
3.22430e-008,0.2202
3.22854e-008,0.2200
3.23279e-008,0.2201
3.23703e-008,0.2199
3.24127e-008,0.2190
3.24551e-008,0.2192
3.24975e-008,0.2199
3.25400e-008,0.2199
3.25824e-008,0.2196
3.26248e-008,0.2193
3.26672e-008,0.2195
3.27097e-008,0.2195
3.27521e-008,0.2192
3.27945e-008,0.2193
3.28370e-008,0.2195
3.28794e-008,0.2193
3.29218e-008,0.2191
3.29642e-008,0.2215
3.30066e-008,0.2761
3.30491e-008,0.4147
3.30915e-008,0.5633
3.31339e-008,0.7467
3.31763e-008,0.8964
3.32188e-008,1.0191
3.32612e-008,1.1080
3.33036e-008,1.1688
3.33461e-008,1.2114
3.33885e-008,1.2352
3.34309e-008,1.2494
3.34733e-008,1.2588
3.35158e-008,1.2684
3.35582e-008,1.2737
3.36006e-008,1.2744
3.36430e-008,1.2744
3.36854e-008,1.2660
3.37279e-008,1.2642
3.37703e-008,1.2734
3.38127e-008,1.2765
3.38552e-008,1.2777
3.38976e-008,1.2655
3.39400e-008,1.1709
3.39824e-008,0.9692
3.40249e-008,0.8054
3.40673e-008,0.6383
3.41097e-008,0.4905
3.41521e-008,0.3780
3.41945e-008,0.3065
3.42370e-008,0.2644
3.42794e-008,0.2349
3.43218e-008,0.2175
3.43643e-008,0.2105
3.44067e-008,0.2029
3.44491e-008,0.1938
3.44915e-008,0.1935
3.45340e-008,0.1980
3.45764e-008,0.1989
3.46188e-008,0.2077
3.46612e-008,0.2077
3.47036e-008,0.1908
3.47461e-008,0.1896
3.47885e-008,0.1980
3.48309e-008,0.2041
3.48733e-008,0.2536
3.49158e-008,0.4054
3.49582e-008,0.5629
3.50006e-008,0.7434
3.50431e-008,0.8955
3.50855e-008,1.0179
3.51279e-008,1.1090
3.51703e-008,1.1669
3.52128e-008,1.2096
3.52552e-008,1.2372
3.52976e-008,1.2508
3.53400e-008,1.2609
3.53824e-008,1.2709
3.54249e-008,1.2731
3.54673e-008,1.2725
3.55097e-008,1.2760
3.55522e-008,1.2690
3.55946e-008,1.2640
3.56370e-008,1.2741
3.56794e-008,1.2791
3.57219e-008,1.2785
3.57643e-008,1.2695
3.58067e-008,1.1993
3.58491e-008,1.0092
3.58915e-008,0.8356
3.59340e-008,0.6725
3.59764e-008,0.5185
3.60188e-008,0.3987
3.60613e-008,0.3189
3.61037e-008,0.2725
3.61461e-008,0.2405
3.61885e-008,0.2195
3.62310e-008,0.2122
3.62734e-008,0.2055
3.63158e-008,0.1957
3.63582e-008,0.1932
3.64006e-008,0.1982
3.64431e-008,0.1987
3.64855e-008,0.2055
3.65279e-008,0.2095
3.65703e-008,0.1944
3.66128e-008,0.1888
3.66552e-008,0.1970
3.66976e-008,0.2028
3.67401e-008,0.2354
3.67825e-008,0.3724
3.68249e-008,0.5321
3.68673e-008,0.7074
3.69097e-008,0.8694
3.69522e-008,0.9957
3.69946e-008,1.0948
3.70370e-008,1.1576
3.70794e-008,1.2022
3.71219e-008,1.2335
3.71643e-008,1.2489
3.72067e-008,1.2590
3.72492e-008,1.2693
3.72916e-008,1.2737
3.73340e-008,1.2724
3.73764e-008,1.2758
3.74189e-008,1.2713
3.74613e-008,1.2638
3.75037e-008,1.2719
3.75461e-008,1.2791
3.75885e-008,1.2788
3.76310e-008,1.2752
3.76734e-008,1.2671
3.77158e-008,1.2624
3.77583e-008,1.2562
3.78007e-008,1.2525
3.78431e-008,1.2528
3.78855e-008,1.2528
3.79280e-008,1.2526
3.79704e-008,1.2549
3.80128e-008,1.2568
3.80552e-008,1.2558
3.80976e-008,1.2566
3.81401e-008,1.2565
3.81825e-008,1.2548
3.82249e-008,1.2570
3.82673e-008,1.2592
3.83098e-008,1.2589
3.83522e-008,1.2578
3.83946e-008,1.2565
3.84371e-008,1.2573
3.84795e-008,1.2578
3.85219e-008,1.2578
3.85643e-008,1.2587
3.86067e-008,1.2591
3.86492e-008,1.2586
3.86916e-008,1.2588
3.87340e-008,1.2592
3.87764e-008,1.2586
3.88189e-008,1.2584
3.88613e-008,1.2585
3.89037e-008,1.2582
3.89462e-008,1.2587
3.89886e-008,1.2592
3.90310e-008,1.2591
3.90734e-008,1.2586
3.91159e-008,1.2583
3.91583e-008,1.2587
3.92007e-008,1.2591
3.92431e-008,1.2589
3.92855e-008,1.2589
3.93280e-008,1.2591
3.93704e-008,1.2589
3.94128e-008,1.2589
3.94553e-008,1.2591
3.94977e-008,1.2590
3.95401e-008,1.2589
3.95825e-008,1.2590
3.96250e-008,1.2591
3.96674e-008,1.2592
3.97098e-008,1.2593
3.97522e-008,1.2592
3.97946e-008,1.2591
3.98371e-008,1.2591
3.98795e-008,1.2592
3.99219e-008,1.2594
3.99644e-008,1.2593
4.00068e-008,1.2592
4.00492e-008,1.2593
4.00916e-008,1.2593
4.01341e-008,1.2593
4.01765e-008,1.2594
4.02189e-008,1.2594
4.02613e-008,1.2593
4.03037e-008,1.2594
4.03462e-008,1.2594
4.03886e-008,1.2594
4.04310e-008,1.2594
4.04734e-008,1.2594
4.05159e-008,1.2594
4.05583e-008,1.2594
4.06007e-008,1.2595
4.06432e-008,1.2595
4.06856e-008,1.2595
4.07280e-008,1.2595
4.07704e-008,1.2595
4.08128e-008,1.2595
4.08553e-008,1.2595
4.08977e-008,1.2596
4.09401e-008,1.2596
4.09825e-008,1.2596
4.10250e-008,1.2596
4.10674e-008,1.2596
4.11098e-008,1.2596
4.11523e-008,1.2596
4.11947e-008,1.2596
4.12371e-008,1.2596
4.12795e-008,1.2596
4.13220e-008,1.2597
4.13644e-008,1.2597
4.14068e-008,1.2597
4.14492e-008,1.2597
4.14916e-008,1.2597
4.15341e-008,1.2597
4.15765e-008,1.2597
4.16189e-008,1.2597
4.16614e-008,1.2597
4.17038e-008,1.2597
4.17462e-008,1.2597
4.17886e-008,1.2597
4.18311e-008,1.2598
4.18735e-008,1.2598
4.19159e-008,1.2598
4.19583e-008,1.2598
4.20007e-008,1.2598
4.20432e-008,1.2598
4.20856e-008,1.2598
4.21280e-008,1.2598
4.21704e-008,1.2598
4.22129e-008,1.2598
4.22553e-008,1.2598
4.22977e-008,1.2598
4.23402e-008,1.2598
4.23826e-008,1.2598
4.24250e-008,1.2598
4.24674e-008,1.2599
4.25098e-008,1.2599
4.25523e-008,1.2599
4.25947e-008,1.2599
4.26371e-008,1.2599
4.26795e-008,1.2599
4.27220e-008,1.2599
4.27644e-008,1.2599
4.28068e-008,1.2599
4.28493e-008,1.2599
4.28917e-008,1.2599
4.29341e-008,1.2599
4.29765e-008,1.2599
4.30190e-008,1.2599
4.30614e-008,1.2599
4.31038e-008,1.2599
4.31462e-008,1.2599
4.31886e-008,1.2599
4.32311e-008,1.2600
4.32735e-008,1.2600
4.33159e-008,1.2600
4.33584e-008,1.2600
4.34008e-008,1.2600
4.34432e-008,1.2600
4.34856e-008,1.2600
4.35281e-008,1.2600
4.35705e-008,1.2600
4.36129e-008,1.2600
4.36553e-008,1.2600
4.36977e-008,1.2600
4.37402e-008,1.2600
4.37826e-008,1.2600
4.38250e-008,1.2600
4.38675e-008,1.2600
4.39099e-008,1.2600
4.39523e-008,1.2600
4.39947e-008,1.2600
4.40372e-008,1.2600
4.40796e-008,1.2600
4.41220e-008,1.2600
4.41644e-008,1.2600
4.42068e-008,1.2600
4.42493e-008,1.2601
4.42917e-008,1.2601
4.43341e-008,1.2601
4.43765e-008,1.2601
4.44190e-008,1.2601
4.44614e-008,1.2601
4.45038e-008,1.2601
4.45463e-008,1.2601
4.45887e-008,1.2601
4.46311e-008,1.2601
4.46735e-008,1.2601
4.47160e-008,1.2601
4.47584e-008,1.2601
4.48008e-008,1.2601
4.48432e-008,1.2601
4.48856e-008,1.2601
4.49281e-008,1.2601
4.49705e-008,1.2601
4.50129e-008,1.2601
4.50554e-008,1.2601
4.50978e-008,1.2601
4.51402e-008,1.2601
4.51826e-008,1.2601
4.52251e-008,1.2601
4.52675e-008,1.2601
4.53099e-008,1.2601
4.53523e-008,1.2601
4.53947e-008,1.2601
4.54372e-008,1.2601
4.54796e-008,1.2602
4.55220e-008,1.2602
4.55645e-008,1.2602
