.HEADER
..NAMES
Time,V U2.J7&K7
3.6040e-009,-0.5851
3.6380e-009,-0.5408
3.6720e-009,-0.4356
3.7060e-009,-0.2811
3.7400e-009,-0.0929
3.7740e-009,0.1335
3.8080e-009,0.3846
3.8420e-009,0.6257
3.8760e-009,0.8233
3.9100e-009,0.9553
3.9440e-009,1.0238
3.9780e-009,1.0491
4.0120e-009,1.0436
4.0460e-009,1.0102
4.0800e-009,0.9583
4.1140e-009,0.9068
4.1480e-009,0.8655
4.1820e-009,0.8301
4.2160e-009,0.7926
4.2500e-009,0.7520
4.2840e-009,0.7120
4.3180e-009,0.6766
4.3520e-009,0.6500
4.3860e-009,0.6320
4.4200e-009,0.6180
4.4540e-009,0.6067
4.4880e-009,0.5990
4.5220e-009,0.5906
4.5560e-009,0.5648
4.5900e-009,0.4899
4.6240e-009,0.3577
4.6580e-009,0.1903
4.6920e-009,-0.0068
4.7260e-009,-0.2347
4.7600e-009,-0.4722
4.7940e-009,-0.6881
4.8280e-009,-0.8557
4.8620e-009,-0.9641
4.8960e-009,-1.0255
4.9300e-009,-1.0532
4.9640e-009,-1.0472
4.9980e-009,-1.0082
5.0320e-009,-0.9517
5.0660e-009,-0.8976
5.1000e-009,-0.8528
5.1340e-009,-0.8122
5.1680e-009,-0.7720
5.2020e-009,-0.7349
5.2360e-009,-0.7040
5.2700e-009,-0.6796
5.3040e-009,-0.6599
5.3380e-009,-0.6410
5.3720e-009,-0.6217
5.4060e-009,-0.6060
5.4400e-009,-0.5955
5.4740e-009,-0.5826
5.5080e-009,-0.5421
5.5420e-009,-0.4444
5.5760e-009,-0.2968
5.6100e-009,-0.1179
5.6440e-009,0.0963
5.6780e-009,0.3385
5.7120e-009,0.5780
5.7460e-009,0.7819
5.7800e-009,0.9259
5.8140e-009,1.0080
5.8480e-009,1.0456
5.8820e-009,1.0504
5.9160e-009,1.0233
5.9500e-009,0.9712
5.9840e-009,0.9138
6.0180e-009,0.8661
6.0520e-009,0.8278
6.0860e-009,0.7918
6.1200e-009,0.7555
6.1540e-009,0.7204
6.1880e-009,0.6882
6.2220e-009,0.6617
6.2560e-009,0.6408
6.2900e-009,0.6225
6.3240e-009,0.6067
6.3580e-009,0.5960
6.3920e-009,0.5879
6.4260e-009,0.5679
6.4600e-009,0.5037
6.4940e-009,0.3801
6.5280e-009,0.2169
6.5620e-009,0.0232
6.5960e-009,-0.2029
6.6300e-009,-0.4427
6.6640e-009,-0.6643
6.6980e-009,-0.8395
6.7320e-009,-0.9543
6.7660e-009,-1.0186
6.8000e-009,-1.0481
6.8340e-009,-1.0451
6.8680e-009,-1.0097
6.9020e-009,-0.9554
6.9360e-009,-0.9022
6.9700e-009,-0.8590
7.0040e-009,-0.8206
7.0380e-009,-0.7813
7.0720e-009,-0.7428
7.1060e-009,-0.7088
7.1400e-009,-0.6809
7.1740e-009,-0.6589
7.2080e-009,-0.6400
7.2420e-009,-0.6218
7.2760e-009,-0.6074
7.3100e-009,-0.5979
7.3440e-009,-0.5869
7.3780e-009,-0.5516
7.4120e-009,-0.4608
7.4460e-009,-0.3173
7.4800e-009,-0.1423
7.5140e-009,0.0658
7.5480e-009,0.3036
7.5820e-009,0.5434
7.6160e-009,0.7528
7.6500e-009,0.9059
7.6840e-009,0.9969
7.7180e-009,1.0417
7.7520e-009,1.0529
7.7860e-009,1.0315
7.8200e-009,0.9823
7.8540e-009,0.9239
7.8880e-009,0.8734
7.9220e-009,0.8330
7.9560e-009,0.7960
7.9900e-009,0.7593
8.0240e-009,0.7240
8.0580e-009,0.6921
8.0920e-009,0.6658
8.1260e-009,0.6453
8.1600e-009,0.6274
8.1940e-009,0.6109
8.2280e-009,0.5985
8.2620e-009,0.5892
8.2960e-009,0.5716
8.3300e-009,0.5153
8.3640e-009,0.3997
8.3980e-009,0.2417
8.4320e-009,0.0535
8.4660e-009,-0.1682
8.5000e-009,-0.4080
8.5340e-009,-0.6347
8.5680e-009,-0.8187
8.6020e-009,-0.9423
8.6360e-009,-1.0125
8.6700e-009,-1.0459
8.7040e-009,-1.0469
8.7380e-009,-1.0152
8.7720e-009,-0.9621
8.8060e-009,-0.9082
8.8400e-009,-0.8642
8.8740e-009,-0.8263
8.9080e-009,-0.7876
8.9420e-009,-0.7487
8.9760e-009,-0.7137
9.0100e-009,-0.6844
9.0440e-009,-0.6612
9.0780e-009,-0.6416
9.1120e-009,-0.6229
9.1460e-009,-0.6077
9.1800e-009,-0.5980
9.2140e-009,-0.5883
9.2480e-009,-0.5590
9.2820e-009,-0.4774
9.3160e-009,-0.3400
9.3500e-009,-0.1691
9.3840e-009,0.0339
9.4180e-009,0.2686
9.4520e-009,0.5099
9.4860e-009,0.7251
9.5200e-009,0.8871
9.5540e-009,0.9863
9.5880e-009,1.0366
9.6220e-009,1.0528
9.6560e-009,1.0367
9.6900e-009,0.9912
9.7240e-009,0.9331
9.7580e-009,0.8809
9.7920e-009,0.8390
9.8260e-009,0.8015
9.8600e-009,0.7644
9.8940e-009,0.7287
9.9280e-009,0.6963
9.9620e-009,0.6693
9.9960e-009,0.6485
1.00300e-008,0.6306
1.00640e-008,0.6138
1.00980e-008,0.6005
1.01320e-008,0.5909
1.01660e-008,0.5755
1.02000e-008,0.5266
1.02340e-008,0.4192
1.02680e-008,0.2659
1.03020e-008,0.0825
1.03360e-008,-0.1344
1.03700e-008,-0.3731
1.04040e-008,-0.6034
1.04380e-008,-0.7949
1.04720e-008,-0.9276
1.05060e-008,-1.0046
1.05400e-008,-1.0429
1.05740e-008,-1.0488
1.06080e-008,-1.0215
1.06420e-008,-0.9702
1.06760e-008,-0.9152
1.07100e-008,-0.8697
1.07440e-008,-0.8314
1.07780e-008,-0.7931
1.08120e-008,-0.7541
1.08460e-008,-0.7184
1.08800e-008,-0.6882
1.09140e-008,-0.6641
1.09480e-008,-0.6440
1.09820e-008,-0.6250
1.10160e-008,-0.6090
1.10500e-008,-0.5985
1.10840e-008,-0.5897
1.11180e-008,-0.5654
1.11520e-008,-0.4929
1.11860e-008,-0.3623
1.12200e-008,-0.1957
1.12540e-008,0.0020
1.12880e-008,0.2330
1.13220e-008,0.4754
1.13560e-008,0.6963
1.13900e-008,0.8673
1.14240e-008,0.9752
1.14580e-008,1.0316
1.14920e-008,1.0525
1.15260e-008,1.0413
1.15600e-008,0.9994
1.15940e-008,0.9418
1.16280e-008,0.8881
1.16620e-008,0.8450
1.16960e-008,0.8073
1.17300e-008,0.7701
1.17640e-008,0.7340
1.17980e-008,0.7009
1.18320e-008,0.6729
1.18660e-008,0.6513
1.19000e-008,0.6333
1.19340e-008,0.6163
1.19680e-008,0.6024
1.20020e-008,0.5925
1.20360e-008,0.5791
1.20700e-008,0.5371
1.21040e-008,0.4381
1.21380e-008,0.2898
1.21720e-008,0.1108
1.22060e-008,-0.1012
1.22400e-008,-0.3382
1.22740e-008,-0.5716
1.23080e-008,-0.7703
1.23420e-008,-0.9119
1.23760e-008,-0.9959
1.24100e-008,-1.0390
1.24440e-008,-1.0498
1.24780e-008,-1.0272
1.25120e-008,-0.9783
1.25460e-008,-0.9227
1.25800e-008,-0.8756
1.26140e-008,-0.8368
1.26480e-008,-0.7986
1.26820e-008,-0.7595
1.27160e-008,-0.7231
1.27500e-008,-0.6920
1.27840e-008,-0.6670
1.28180e-008,-0.6466
1.28520e-008,-0.6275
1.28860e-008,-0.6107
1.29200e-008,-0.5995
1.29540e-008,-0.5909
1.29880e-008,-0.5708
1.30220e-008,-0.5071
1.30560e-008,-0.3840
1.30900e-008,-0.2218
1.31240e-008,-0.0293
1.31580e-008,0.1974
1.31920e-008,0.4402
1.32260e-008,0.6662
1.32600e-008,0.8459
1.32940e-008,0.9631
1.33280e-008,1.0259
1.33620e-008,1.0515
1.33960e-008,1.0451
1.34300e-008,1.0072
1.34640e-008,0.9505
1.34980e-008,0.8955
1.35320e-008,0.8509
1.35660e-008,0.8128
1.36000e-008,0.7757
1.36340e-008,0.7393
1.36680e-008,0.7057
1.37020e-008,0.6768
1.37360e-008,0.6544
1.37700e-008,0.6361
1.38040e-008,0.6188
1.38380e-008,0.6043
1.38720e-008,0.5940
1.39060e-008,0.5821
1.39400e-008,0.5465
1.39740e-008,0.4563
1.40080e-008,0.3136
1.40420e-008,0.1390
1.40760e-008,-0.0681
1.41100e-008,-0.3030
1.41440e-008,-0.5389
1.41780e-008,-0.7444
1.42120e-008,-0.8949
1.42460e-008,-0.9863
1.42800e-008,-1.0346
1.43140e-008,-1.0501
1.43480e-008,-1.0324
1.43820e-008,-0.9863
1.44160e-008,-0.9304
1.44500e-008,-0.8817
1.44840e-008,-0.8422
1.45180e-008,-0.8042
1.45520e-008,-0.7650
1.45860e-008,-0.7280
1.46200e-008,-0.6960
1.46540e-008,-0.6701
1.46880e-008,-0.6493
1.47220e-008,-0.6301
1.47560e-008,-0.6127
1.47900e-008,-0.6006
1.48240e-008,-0.5922
1.48580e-008,-0.5754
1.48920e-008,-0.5201
1.49260e-008,-0.4050
1.49600e-008,-0.2473
1.49940e-008,-0.0598
1.50280e-008,0.1623
1.50620e-008,0.4047
1.50960e-008,0.6351
1.51300e-008,0.8232
1.51640e-008,0.9497
1.51980e-008,1.0193
1.52320e-008,1.0499
1.52660e-008,1.0483
1.53000e-008,1.0146
1.53340e-008,0.9593
1.53680e-008,0.9031
1.54020e-008,0.8570
1.54360e-008,0.8184
1.54700e-008,0.7812
1.55040e-008,0.7447
1.55380e-008,0.7105
1.55720e-008,0.6808
1.56060e-008,0.6575
1.56400e-008,0.6388
1.56740e-008,0.6214
1.57080e-008,0.6063
1.57420e-008,0.5954
1.57760e-008,0.5846
1.58100e-008,0.5546
1.58440e-008,0.4735
1.58780e-008,0.3369
1.59120e-008,0.1664
1.59460e-008,-0.0357
1.59800e-008,-0.2678
1.60140e-008,-0.5056
1.60480e-008,-0.7173
1.60820e-008,-0.8768
1.61160e-008,-0.9761
1.61500e-008,-1.0295
1.61840e-008,-1.0497
1.62180e-008,-1.0369
1.62520e-008,-0.9941
1.62860e-008,-0.9383
1.63200e-008,-0.8881
1.63540e-008,-0.8476
1.63880e-008,-0.8098
1.64220e-008,-0.7706
1.64560e-008,-0.7330
1.64900e-008,-0.7001
1.65240e-008,-0.6734
1.65580e-008,-0.6520
1.65920e-008,-0.6327
1.66260e-008,-0.6148
1.66600e-008,-0.6019
1.66940e-008,-0.5933
1.67280e-008,-0.5792
1.67620e-008,-0.5318
1.67960e-008,-0.4252
1.68300e-008,-0.2722
1.68640e-008,-0.0895
1.68980e-008,0.1276
1.69320e-008,0.3688
1.69660e-008,0.6030
1.70000e-008,0.7990
1.70340e-008,0.9350
1.70680e-008,1.0119
1.71020e-008,1.0475
1.71360e-008,1.0507
1.71700e-008,1.0215
1.72040e-008,0.9681
1.72380e-008,0.9109
1.72720e-008,0.8632
1.73060e-008,0.8240
1.73400e-008,0.7867
1.73740e-008,0.7500
1.74080e-008,0.7155
1.74420e-008,0.6850
1.74760e-008,0.6607
1.75100e-008,0.6416
1.75440e-008,0.6241
1.75780e-008,0.6084
1.76120e-008,0.5969
1.76460e-008,0.5868
1.76800e-008,0.5616
1.77140e-008,0.4893
1.77480e-008,0.3595
1.77820e-008,0.1932
1.78160e-008,-0.0039
1.78500e-008,-0.2327
1.78840e-008,-0.4716
1.79180e-008,-0.6890
1.79520e-008,-0.8573
1.79860e-008,-0.9648
1.80200e-008,-1.0238
1.80540e-008,-1.0487
1.80880e-008,-1.0408
1.81220e-008,-1.0016
1.81560e-008,-0.9464
1.81900e-008,-0.8947
1.82240e-008,-0.8531
1.82580e-008,-0.8154
1.82920e-008,-0.7763
1.83260e-008,-0.7382
1.83600e-008,-0.7045
1.83940e-008,-0.6768
1.84280e-008,-0.6548
1.84620e-008,-0.6354
1.84960e-008,-0.6171
1.85300e-008,-0.6033
1.85640e-008,-0.5945
1.85980e-008,-0.5825
1.86320e-008,-0.5422
1.86660e-008,-0.4444
1.87000e-008,-0.2966
1.87340e-008,-0.1184
1.87680e-008,0.0936
1.88020e-008,0.3329
1.88360e-008,0.5703
1.88700e-008,0.7736
1.89040e-008,0.9190
1.89380e-008,1.0036
1.89720e-008,1.0444
1.90060e-008,1.0524
1.90400e-008,1.0278
1.90740e-008,0.9768
1.91080e-008,0.9189
1.91420e-008,0.8696
1.91760e-008,0.8296
1.92100e-008,0.7923
1.92440e-008,0.7554
1.92780e-008,0.7204
1.93120e-008,0.6892
1.93460e-008,0.6639
1.93800e-008,0.6443
1.94140e-008,0.6267
1.94480e-008,0.6105
1.94820e-008,0.5985
1.95160e-008,0.5886
1.95500e-008,0.5676
1.95840e-008,0.5038
1.96180e-008,0.3814
1.96520e-008,0.2194
1.96860e-008,0.0272
1.97200e-008,-0.1978
1.97540e-008,-0.4372
1.97880e-008,-0.6597
1.98220e-008,-0.8364
1.98560e-008,-0.9525
1.98900e-008,-1.0175
1.99240e-008,-1.0470
1.99580e-008,-1.0439
1.99920e-008,-1.0088
2.00260e-008,-0.9545
2.00600e-008,-0.9015
2.00940e-008,-0.8587
2.01280e-008,-0.8210
2.01620e-008,-0.7821
2.01960e-008,-0.7435
2.02300e-008,-0.7090
2.02640e-008,-0.6804
2.02980e-008,-0.6576
2.03320e-008,-0.6381
2.03660e-008,-0.6195
2.04000e-008,-0.6049
2.04340e-008,-0.5955
2.04680e-008,-0.5850
2.05020e-008,-0.5511
2.05360e-008,-0.4625
2.05700e-008,-0.3204
2.06040e-008,-0.1466
2.06380e-008,0.0602
2.06720e-008,0.2969
2.07060e-008,0.5366
2.07400e-008,0.7468
2.07740e-008,0.9016
2.08080e-008,0.9944
2.08420e-008,1.0406
2.08760e-008,1.0533
2.09100e-008,1.0334
2.09440e-008,0.9854
2.09780e-008,0.9272
2.10120e-008,0.8763
2.10460e-008,0.8352
2.10800e-008,0.7978
2.11140e-008,0.7608
2.11480e-008,0.7255
2.11820e-008,0.6935
2.12160e-008,0.6673
2.12500e-008,0.6471
2.12840e-008,0.6294
2.13180e-008,0.6128
2.13520e-008,0.6000
2.13860e-008,0.5903
2.14200e-008,0.5726
2.14540e-008,0.5171
2.14880e-008,0.4025
2.15220e-008,0.2450
2.15560e-008,0.0575
2.15900e-008,-0.1632
2.16240e-008,-0.4024
2.16580e-008,-0.6293
2.16920e-008,-0.8142
2.17260e-008,-0.9391
2.17600e-008,-1.0103
2.17940e-008,-1.0445
2.18280e-008,-1.0464
2.18620e-008,-1.0155
2.18960e-008,-0.9628
2.19300e-008,-0.9086
2.19640e-008,-0.8644
2.19980e-008,-0.8265
2.20320e-008,-0.7878
2.20660e-008,-0.7489
2.21000e-008,-0.7137
2.21340e-008,-0.6841
2.21680e-008,-0.6606
2.22020e-008,-0.6408
2.22360e-008,-0.6220
2.22700e-008,-0.6066
2.23040e-008,-0.5966
2.23380e-008,-0.5872
2.23720e-008,-0.5590
2.24060e-008,-0.4794
2.24400e-008,-0.3436
2.24740e-008,-0.1740
2.25080e-008,0.0275
2.25420e-008,0.2611
2.25760e-008,0.5025
2.26100e-008,0.7189
2.26440e-008,0.8829
2.26780e-008,0.9841
2.27120e-008,1.0360
2.27460e-008,1.0535
2.27800e-008,1.0385
2.28140e-008,0.9937
2.28480e-008,0.9356
2.28820e-008,0.8831
2.29160e-008,0.8409
2.29500e-008,0.8033
2.29840e-008,0.7663
2.30180e-008,0.7306
2.30520e-008,0.6980
2.30860e-008,0.6708
2.31200e-008,0.6499
2.31540e-008,0.6320
2.31880e-008,0.6151
2.32220e-008,0.6017
2.32560e-008,0.5919
2.32900e-008,0.5767
2.33240e-008,0.5289
2.33580e-008,0.4227
2.33920e-008,0.2700
2.34260e-008,0.0871
2.34600e-008,-0.1290
2.34940e-008,-0.3673
2.35280e-008,-0.5980
2.35620e-008,-0.7906
2.35960e-008,-0.9246
2.36300e-008,-1.0025
2.36640e-008,-1.0415
2.36980e-008,-1.0482
2.37320e-008,-1.0218
2.37660e-008,-0.9710
2.38000e-008,-0.9160
2.38340e-008,-0.8703
2.38680e-008,-0.8319
2.39020e-008,-0.7935
2.39360e-008,-0.7544
2.39700e-008,-0.7185
2.40040e-008,-0.6880
2.40380e-008,-0.6637
2.40720e-008,-0.6436
2.41060e-008,-0.6246
2.41400e-008,-0.6084
2.41740e-008,-0.5978
2.42080e-008,-0.5890
2.42420e-008,-0.5655
2.42760e-008,-0.4950
2.43100e-008,-0.3661
2.43440e-008,-0.2007
2.43780e-008,-0.0045
2.44120e-008,0.2253
2.44460e-008,0.4677
2.44800e-008,0.6896
2.45140e-008,0.8626
2.45480e-008,0.9728
2.45820e-008,1.0308
2.46160e-008,1.0529
2.46500e-008,1.0428
2.46840e-008,1.0017
2.47180e-008,0.9442
2.47520e-008,0.8902
2.47860e-008,0.8467
2.48200e-008,0.8089
2.48540e-008,0.7717
2.48880e-008,0.7357
2.49220e-008,0.7026
2.49560e-008,0.6745
2.49900e-008,0.6527
2.50240e-008,0.6347
2.50580e-008,0.6175
2.50920e-008,0.6034
2.51260e-008,0.5933
2.51600e-008,0.5802
2.51940e-008,0.5394
2.52280e-008,0.4419
2.52620e-008,0.2944
2.52960e-008,0.1160
2.53300e-008,-0.0953
2.53640e-008,-0.3320
2.53980e-008,-0.5659
2.54320e-008,-0.7658
2.54660e-008,-0.9088
2.55000e-008,-0.9938
2.55340e-008,-1.0377
2.55680e-008,-1.0493
2.56020e-008,-1.0276
2.56360e-008,-0.9792
2.56700e-008,-0.9236
2.57040e-008,-0.8763
2.57380e-008,-0.8374
2.57720e-008,-0.7993
2.58060e-008,-0.7600
2.58400e-008,-0.7234
2.58740e-008,-0.6920
2.59080e-008,-0.6668
2.59420e-008,-0.6463
2.59760e-008,-0.6272
2.60100e-008,-0.6104
2.60440e-008,-0.5990
2.60780e-008,-0.5905
2.61120e-008,-0.5711
2.61460e-008,-0.5092
2.61800e-008,-0.3878
2.62140e-008,-0.2267
2.62480e-008,-0.0355
2.62820e-008,0.1901
2.63160e-008,0.4326
2.63500e-008,0.6595
2.63840e-008,0.8411
2.64180e-008,0.9604
2.64520e-008,1.0248
2.64860e-008,1.0517
2.65200e-008,1.0464
2.65540e-008,1.0093
2.65880e-008,0.9529
2.66220e-008,0.8975
2.66560e-008,0.8526
2.66900e-008,0.8144
2.67240e-008,0.7772
2.67580e-008,0.7409
2.67920e-008,0.7072
2.68260e-008,0.6783
2.68600e-008,0.6557
2.68940e-008,0.6373
2.69280e-008,0.6200
2.69620e-008,0.6053
2.69960e-008,0.5947
2.70300e-008,0.5830
2.70640e-008,0.5485
2.70980e-008,0.4600
2.71320e-008,0.3182
2.71660e-008,0.1442
2.72000e-008,-0.0621
2.72340e-008,-0.2966
2.72680e-008,-0.5329
2.73020e-008,-0.7396
2.73360e-008,-0.8917
2.73700e-008,-0.9843
2.74040e-008,-1.0333
2.74380e-008,-1.0496
2.74720e-008,-1.0327
2.75060e-008,-0.9873
2.75400e-008,-0.9314
2.75740e-008,-0.8825
2.76080e-008,-0.8429
2.76420e-008,-0.8050
2.76760e-008,-0.7657
2.77100e-008,-0.7284
2.77440e-008,-0.6962
2.77780e-008,-0.6701
2.78120e-008,-0.6491
2.78460e-008,-0.6299
2.78800e-008,-0.6125
2.79140e-008,-0.6003
2.79480e-008,-0.5919
2.79820e-008,-0.5757
2.80160e-008,-0.5221
2.80500e-008,-0.4088
2.80840e-008,-0.2522
2.81180e-008,-0.0659
2.81520e-008,0.1549
2.81860e-008,0.3970
2.82200e-008,0.6282
2.82540e-008,0.8180
2.82880e-008,0.9466
2.83220e-008,1.0180
2.83560e-008,1.0498
2.83900e-008,1.0493
2.84240e-008,1.0165
2.84580e-008,0.9616
2.84920e-008,0.9051
2.85260e-008,0.8586
2.85600e-008,0.8199
2.85940e-008,0.7827
2.86280e-008,0.7462
2.86620e-008,0.7120
2.86960e-008,0.6822
2.87300e-008,0.6587
2.87640e-008,0.6400
2.87980e-008,0.6225
2.88320e-008,0.6072
2.88660e-008,0.5962
2.89000e-008,0.5855
2.89340e-008,0.5565
2.89680e-008,0.4769
2.90020e-008,0.3414
2.90360e-008,0.1716
2.90700e-008,-0.0297
2.91040e-008,-0.2613
2.91380e-008,-0.4994
2.91720e-008,-0.7123
2.92060e-008,-0.8733
2.92400e-008,-0.9739
2.92740e-008,-1.0282
2.93080e-008,-1.0492
2.93420e-008,-1.0372
2.93760e-008,-0.9951
2.94100e-008,-0.9394
2.94440e-008,-0.8890
2.94780e-008,-0.8484
2.95120e-008,-0.8106
2.95460e-008,-0.7714
2.95800e-008,-0.7336
2.96140e-008,-0.7005
2.96480e-008,-0.6735
2.96820e-008,-0.6520
2.97160e-008,-0.6327
2.97500e-008,-0.6148
2.97840e-008,-0.6017
2.98180e-008,-0.5931
2.98520e-008,-0.5795
2.98860e-008,-0.5336
2.99200e-008,-0.4288
2.99540e-008,-0.2770
2.99880e-008,-0.0954
3.00220e-008,0.1205
3.00560e-008,0.3613
3.00900e-008,0.5961
3.01240e-008,0.7937
3.01580e-008,0.9318
3.01920e-008,1.0104
3.02260e-008,1.0472
3.02600e-008,1.0515
3.02940e-008,1.0232
3.03280e-008,0.9703
3.03620e-008,0.9129
3.03960e-008,0.8648
3.04300e-008,0.8254
3.04640e-008,0.7882
3.04980e-008,0.7515
3.05320e-008,0.7168
3.05660e-008,0.6862
3.06000e-008,0.6618
3.06340e-008,0.6426
3.06680e-008,0.6251
3.07020e-008,0.6092
3.07360e-008,0.5976
3.07700e-008,0.5875
3.08040e-008,0.5632
3.08380e-008,0.4925
3.08720e-008,0.3640
3.09060e-008,0.1984
3.09400e-008,0.0021
3.09740e-008,-0.2261
3.10080e-008,-0.4653
3.10420e-008,-0.6837
3.10760e-008,-0.8535
3.11100e-008,-0.9625
3.11440e-008,-1.0225
3.11780e-008,-1.0481
3.12120e-008,-1.0410
3.12460e-008,-1.0026
3.12800e-008,-0.9476
3.13140e-008,-0.8957
3.13480e-008,-0.8539
3.13820e-008,-0.8162
3.14160e-008,-0.7772
3.14500e-008,-0.7389
3.14840e-008,-0.7050
3.15180e-008,-0.6770
3.15520e-008,-0.6549
3.15860e-008,-0.6354
3.16200e-008,-0.6171
3.16540e-008,-0.6032
3.16880e-008,-0.5943
3.17220e-008,-0.5826
3.17560e-008,-0.5437
3.17900e-008,-0.4479
3.18240e-008,-0.3013
3.18580e-008,-0.1242
3.18920e-008,0.0866
3.19260e-008,0.3253
3.19600e-008,0.5631
3.19940e-008,0.7680
3.20280e-008,0.9154
3.20620e-008,1.0018
3.20960e-008,1.0438
3.21300e-008,1.0529
3.21640e-008,1.0294
3.21980e-008,0.9790
3.22320e-008,0.9210
3.22660e-008,0.8713
3.23000e-008,0.8310
3.23340e-008,0.7937
3.23680e-008,0.7568
3.24020e-008,0.7218
3.24360e-008,0.6904
3.24700e-008,0.6650
3.25040e-008,0.6453
3.25380e-008,0.6277
3.25720e-008,0.6114
3.26060e-008,0.5991
3.26400e-008,0.5893
3.26740e-008,0.5690
3.27080e-008,0.5069
3.27420e-008,0.3858
3.27760e-008,0.2245
3.28100e-008,0.0331
3.28440e-008,-0.1912
3.28780e-008,-0.4307
3.29120e-008,-0.6541
3.29460e-008,-0.8324
3.29800e-008,-0.9500
3.30140e-008,-1.0160
3.30480e-008,-1.0463
3.30820e-008,-1.0442
3.31160e-008,-1.0098
3.31500e-008,-0.9558
3.31840e-008,-0.9026
3.32180e-008,-0.8596
3.32520e-008,-0.8218
3.32860e-008,-0.7829
3.33200e-008,-0.7443
3.33540e-008,-0.7096
3.33880e-008,-0.6807
3.34220e-008,-0.6578
3.34560e-008,-0.6382
3.34900e-008,-0.6196
3.35240e-008,-0.6048
3.35580e-008,-0.5954
3.35920e-008,-0.5852
3.36260e-008,-0.5525
3.36600e-008,-0.4658
3.36940e-008,-0.3250
3.37280e-008,-0.1521
3.37620e-008,0.0534
3.37960e-008,0.2895
3.38300e-008,0.5295
3.38640e-008,0.7410
3.38980e-008,0.8978
3.39320e-008,0.9924
3.39660e-008,1.0399
3.40000e-008,1.0536
3.40340e-008,1.0348
3.40680e-008,0.9874
3.41020e-008,0.9292
3.41360e-008,0.8779
3.41700e-008,0.8366
3.42040e-008,0.7992
3.42380e-008,0.7622
3.42720e-008,0.7268
3.43060e-008,0.6948
3.43400e-008,0.6684
3.43740e-008,0.6480
3.44080e-008,0.6303
3.44420e-008,0.6136
3.44760e-008,0.6007
3.45100e-008,0.5909
3.45440e-008,0.5737
3.45780e-008,0.5197
3.46120e-008,0.4067
3.46460e-008,0.2500
3.46800e-008,0.0634
3.47140e-008,-0.1565
3.47480e-008,-0.3957
3.47820e-008,-0.6234
3.48160e-008,-0.8098
3.48500e-008,-0.9364
3.48840e-008,-1.0088
3.49180e-008,-1.0438
3.49520e-008,-1.0466
3.49860e-008,-1.0165
3.50200e-008,-0.9641
3.50540e-008,-0.9098
3.50880e-008,-0.8653
