.HEADER
..NAMES
Time,V U2.R7
4.4088e-009,0.2467
4.4547e-009,0.2473
4.5007e-009,0.2480
4.5466e-009,0.2486
4.5925e-009,0.2487
4.6384e-009,0.2484
4.6843e-009,0.2478
4.7303e-009,0.2472
4.7762e-009,0.2469
4.8221e-009,0.2470
4.8680e-009,0.2473
4.9140e-009,0.2478
4.9599e-009,0.2481
5.0058e-009,0.2482
5.0518e-009,0.2480
5.0977e-009,0.2476
5.1436e-009,0.2473
5.1895e-009,0.2471
5.2354e-009,0.2472
5.2814e-009,0.2474
5.3273e-009,0.2477
5.3732e-009,0.2479
5.4192e-009,0.2479
5.4651e-009,0.2478
5.5110e-009,0.2475
5.5569e-009,0.2473
5.6029e-009,0.2472
5.6488e-009,0.2472
5.6947e-009,0.2474
5.7406e-009,0.2476
5.7865e-009,0.2477
5.8325e-009,0.2477
5.8784e-009,0.2476
5.9243e-009,0.2474
5.9703e-009,0.2473
6.0162e-009,0.2472
6.0621e-009,0.2473
6.1080e-009,0.2474
6.1539e-009,0.2475
6.1999e-009,0.2476
6.2458e-009,0.2476
6.2917e-009,0.2475
6.3376e-009,0.2474
6.3836e-009,0.2473
6.4295e-009,0.2472
6.4754e-009,0.2473
6.5214e-009,0.2473
6.5673e-009,0.2474
6.6132e-009,0.2475
6.6591e-009,0.2475
6.7050e-009,0.2474
6.7510e-009,0.2474
6.7969e-009,0.2473
6.8428e-009,0.2472
6.8888e-009,0.2473
6.9347e-009,0.2473
6.9806e-009,0.2474
7.0265e-009,0.2474
7.0725e-009,0.2474
7.1184e-009,0.2474
7.1643e-009,0.2473
7.2102e-009,0.2473
7.2561e-009,0.2472
7.3021e-009,0.2473
7.3480e-009,0.2473
7.3939e-009,0.2473
7.4399e-009,0.2474
7.4858e-009,0.2474
7.5317e-009,0.2473
7.5776e-009,0.2473
7.6235e-009,0.2473
7.6695e-009,0.2472
7.7154e-009,0.2472
7.7613e-009,0.2473
7.8072e-009,0.2473
7.8532e-009,0.2473
7.8991e-009,0.2473
7.9450e-009,0.2473
7.9910e-009,0.2473
8.0369e-009,0.2472
8.0828e-009,0.2472
8.1287e-009,0.2472
8.1747e-009,0.2476
8.2206e-009,0.2537
8.2665e-009,0.2898
8.3124e-009,0.3777
8.3583e-009,0.4982
8.4043e-009,0.6404
8.4502e-009,0.8035
8.4961e-009,0.9527
8.5420e-009,1.0554
8.5880e-009,1.1127
8.6339e-009,1.1318
8.6798e-009,1.1202
8.7257e-009,1.0989
8.7717e-009,1.0896
8.8176e-009,1.1011
8.8635e-009,1.1300
8.9095e-009,1.1674
8.9554e-009,1.2028
9.0013e-009,1.2270
9.0472e-009,1.2365
9.0932e-009,1.2354
9.1391e-009,1.2307
9.1850e-009,1.2275
9.2309e-009,1.2290
9.2769e-009,1.2352
9.3228e-009,1.2434
9.3687e-009,1.2498
9.4146e-009,1.2512
9.4605e-009,1.2472
9.5065e-009,1.2400
9.5524e-009,1.2330
9.5983e-009,1.2292
9.6442e-009,1.2300
9.6902e-009,1.2337
9.7361e-009,1.2367
9.7820e-009,1.2362
9.8280e-009,1.2316
9.8739e-009,1.2243
9.9198e-009,1.2173
9.9657e-009,1.2140
1.00117e-008,1.2158
1.00576e-008,1.2210
1.01035e-008,1.2179
1.01494e-008,1.1782
1.01954e-008,1.0899
1.02413e-008,0.9753
1.02872e-008,0.8384
1.03331e-008,0.6812
1.03790e-008,0.5359
1.04250e-008,0.4328
1.04709e-008,0.3735
1.05168e-008,0.3504
1.05627e-008,0.3545
1.06087e-008,0.3684
1.06546e-008,0.3739
1.07005e-008,0.3629
1.07464e-008,0.3383
1.07924e-008,0.3068
1.08383e-008,0.2762
1.08842e-008,0.2545
1.09302e-008,0.2449
1.09761e-008,0.2443
1.10220e-008,0.2468
1.10679e-008,0.2477
1.11139e-008,0.2446
1.11598e-008,0.2375
1.12057e-008,0.2288
1.12516e-008,0.2224
1.12975e-008,0.2213
1.13435e-008,0.2253
1.13894e-008,0.2318
1.14353e-008,0.2376
1.14812e-008,0.2404
1.15272e-008,0.2395
1.15731e-008,0.2367
1.16190e-008,0.2349
1.16649e-008,0.2360
1.17109e-008,0.2404
1.17568e-008,0.2469
1.18027e-008,0.2533
1.18487e-008,0.2570
1.18946e-008,0.2563
1.19405e-008,0.2526
1.19864e-008,0.2588
1.20324e-008,0.3075
1.20783e-008,0.4099
1.21242e-008,0.5417
1.21701e-008,0.6989
1.22161e-008,0.8680
1.22620e-008,1.0062
1.23079e-008,1.0916
1.23538e-008,1.1314
1.23997e-008,1.1327
1.24457e-008,1.1100
1.24916e-008,1.0886
1.25375e-008,1.0872
1.25834e-008,1.1087
1.26294e-008,1.1455
1.26753e-008,1.1859
1.27212e-008,1.2185
1.27672e-008,1.2356
1.28131e-008,1.2378
1.28590e-008,1.2322
1.29049e-008,1.2265
1.29509e-008,1.2254
1.29968e-008,1.2304
1.30427e-008,1.2395
1.30886e-008,1.2486
1.31346e-008,1.2533
1.31805e-008,1.2516
1.32264e-008,1.2445
1.32723e-008,1.2357
1.33182e-008,1.2293
1.33642e-008,1.2278
1.34101e-008,1.2315
1.34560e-008,1.2367
1.35019e-008,1.2392
1.35479e-008,1.2367
1.35938e-008,1.2297
1.36397e-008,1.2208
1.36856e-008,1.2139
1.37316e-008,1.2124
1.37775e-008,1.2167
1.38234e-008,1.2224
1.38694e-008,1.2112
1.39153e-008,1.1536
1.39612e-008,1.0529
1.40071e-008,0.9304
1.40531e-008,0.7839
1.40990e-008,0.6258
1.41449e-008,0.4934
1.41908e-008,0.4072
1.42367e-008,0.3622
1.42827e-008,0.3507
1.43286e-008,0.3607
1.43745e-008,0.3731
1.44204e-008,0.3722
1.44664e-008,0.3551
1.45123e-008,0.3268
1.45582e-008,0.2947
1.46041e-008,0.2670
1.46501e-008,0.2501
1.46960e-008,0.2447
1.47419e-008,0.2460
1.47879e-008,0.2481
1.48338e-008,0.2474
1.48797e-008,0.2423
1.49256e-008,0.2339
1.49715e-008,0.2257
1.50175e-008,0.2212
1.50634e-008,0.2224
1.51093e-008,0.2279
1.51552e-008,0.2346
1.52012e-008,0.2394
1.52471e-008,0.2405
1.52930e-008,0.2383
1.53389e-008,0.2355
1.53849e-008,0.2346
1.54308e-008,0.2371
1.54767e-008,0.2427
1.55226e-008,0.2496
1.55686e-008,0.2554
1.56145e-008,0.2575
1.56604e-008,0.2550
1.57063e-008,0.2492
1.57523e-008,0.2425
1.57982e-008,0.2377
1.58441e-008,0.2367
1.58901e-008,0.2396
1.59360e-008,0.2450
1.59819e-008,0.2504
1.60278e-008,0.2540
1.60738e-008,0.2546
1.61197e-008,0.2524
1.61656e-008,0.2488
1.62115e-008,0.2455
1.62575e-008,0.2439
1.63034e-008,0.2445
1.63493e-008,0.2467
1.63952e-008,0.2492
1.64412e-008,0.2509
1.64871e-008,0.2510
1.65330e-008,0.2496
1.65789e-008,0.2474
1.66249e-008,0.2457
1.66708e-008,0.2451
1.67167e-008,0.2458
1.67626e-008,0.2473
1.68085e-008,0.2488
1.68545e-008,0.2496
1.69004e-008,0.2493
1.69463e-008,0.2482
1.69922e-008,0.2468
1.70382e-008,0.2459
1.70841e-008,0.2458
1.71300e-008,0.2465
1.71759e-008,0.2476
1.72219e-008,0.2487
1.72678e-008,0.2491
1.73137e-008,0.2488
1.73596e-008,0.2479
1.74056e-008,0.2468
1.74515e-008,0.2460
1.74974e-008,0.2459
1.75433e-008,0.2466
1.75893e-008,0.2518
1.76352e-008,0.2823
1.76811e-008,0.3635
1.77271e-008,0.4806
1.77730e-008,0.6188
1.78189e-008,0.7798
1.78648e-008,0.9334
1.79108e-008,1.0433
1.79567e-008,1.1068
1.80026e-008,1.1317
1.80485e-008,1.1238
1.80945e-008,1.1023
1.81404e-008,1.0902
1.81863e-008,1.0983
1.82322e-008,1.1247
1.82782e-008,1.1614
1.83241e-008,1.1978
1.83700e-008,1.2243
1.84159e-008,1.2361
1.84619e-008,1.2364
1.85078e-008,1.2319
1.85537e-008,1.2281
1.85996e-008,1.2285
1.86455e-008,1.2338
1.86915e-008,1.2418
1.87374e-008,1.2487
1.87833e-008,1.2512
1.88292e-008,1.2481
1.88752e-008,1.2414
1.89211e-008,1.2342
1.89670e-008,1.2297
1.90129e-008,1.2296
1.90589e-008,1.2329
1.91048e-008,1.2362
1.91507e-008,1.2363
1.91966e-008,1.2324
1.92426e-008,1.2255
1.92885e-008,1.2183
1.93344e-008,1.2143
1.93803e-008,1.2154
1.94263e-008,1.2208
1.94722e-008,1.2282
1.95181e-008,1.2345
1.95640e-008,1.2374
1.96100e-008,1.2358
1.96559e-008,1.2306
1.97018e-008,1.2242
1.97478e-008,1.2191
1.97937e-008,1.2171
1.98396e-008,1.2186
1.98855e-008,1.2225
1.99315e-008,1.2270
1.99774e-008,1.2301
2.00233e-008,1.2306
2.00692e-008,1.2288
2.01152e-008,1.2258
2.01611e-008,1.2232
2.02070e-008,1.2221
2.02529e-008,1.2230
2.02989e-008,1.2252
2.03448e-008,1.2276
2.03907e-008,1.2290
2.04366e-008,1.2288
2.04826e-008,1.2272
2.05285e-008,1.2253
2.05744e-008,1.2240
2.06203e-008,1.2239
2.06662e-008,1.2250
2.07122e-008,1.2265
2.07581e-008,1.2278
2.08040e-008,1.2282
2.08499e-008,1.2277
2.08959e-008,1.2264
2.09418e-008,1.2252
2.09877e-008,1.2245
2.10336e-008,1.2246
2.10796e-008,1.2254
2.11255e-008,1.2267
2.11714e-008,1.2277
2.12173e-008,1.2281
2.12633e-008,1.2277
2.13092e-008,1.2267
2.13551e-008,1.2256
2.14010e-008,1.2249
2.14470e-008,1.2249
2.14929e-008,1.2256
2.15388e-008,1.2265
2.15847e-008,1.2273
2.16307e-008,1.2276
2.16766e-008,1.2273
2.17225e-008,1.2266
2.17685e-008,1.2259
2.18144e-008,1.2256
2.18603e-008,1.2256
2.19062e-008,1.2261
2.19522e-008,1.2266
2.19981e-008,1.2270
2.20440e-008,1.2271
2.20899e-008,1.2269
2.21359e-008,1.2265
2.21818e-008,1.2261
2.22277e-008,1.2259
2.22736e-008,1.2260
2.23196e-008,1.2263
2.23655e-008,1.2266
2.24114e-008,1.2269
2.24573e-008,1.2270
2.25033e-008,1.2268
2.25492e-008,1.2265
2.25951e-008,1.2262
2.26410e-008,1.2261
2.26869e-008,1.2262
2.27329e-008,1.2264
2.27788e-008,1.2267
2.28247e-008,1.2269
2.28706e-008,1.2269
2.29166e-008,1.2267
2.29625e-008,1.2265
2.30084e-008,1.2263
2.30543e-008,1.2263
2.31003e-008,1.2263
2.31462e-008,1.2265
2.31921e-008,1.2267
2.32380e-008,1.2268
2.32840e-008,1.2268
2.33299e-008,1.2267
2.33758e-008,1.2266
2.34217e-008,1.2264
2.34677e-008,1.2264
2.35136e-008,1.2264
2.35595e-008,1.2265
2.36055e-008,1.2267
2.36514e-008,1.2267
2.36973e-008,1.2268
2.37432e-008,1.2267
2.37892e-008,1.2266
2.38351e-008,1.2265
2.38810e-008,1.2265
2.39269e-008,1.2265
2.39729e-008,1.2266
2.40188e-008,1.2267
2.40647e-008,1.2267
2.41106e-008,1.2267
2.41566e-008,1.2267
2.42025e-008,1.2266
2.42484e-008,1.2265
2.42943e-008,1.2265
2.43403e-008,1.2266
2.43862e-008,1.2266
2.44321e-008,1.2267
2.44780e-008,1.2267
2.45239e-008,1.2267
2.45699e-008,1.2267
2.46158e-008,1.2266
2.46617e-008,1.2266
2.47076e-008,1.2266
2.47536e-008,1.2266
2.47995e-008,1.2267
2.48454e-008,1.2267
2.48913e-008,1.2267
2.49373e-008,1.2267
2.49832e-008,1.2267
2.50291e-008,1.2266
2.50750e-008,1.2266
2.51210e-008,1.2266
2.51669e-008,1.2266
2.52128e-008,1.2267
2.52587e-008,1.2267
2.53047e-008,1.2267
2.53506e-008,1.2267
2.53965e-008,1.2267
2.54424e-008,1.2267
2.54884e-008,1.2267
2.55343e-008,1.2267
2.55802e-008,1.2267
2.56262e-008,1.2267
2.56721e-008,1.2267
2.57180e-008,1.2267
2.57639e-008,1.2267
2.58099e-008,1.2267
2.58558e-008,1.2267
2.59017e-008,1.2267
2.59476e-008,1.2267
2.59936e-008,1.2267
2.60395e-008,1.2267
2.60854e-008,1.2267
2.61313e-008,1.2267
2.61773e-008,1.2267
2.62232e-008,1.2267
2.62691e-008,1.2267
2.63150e-008,1.2267
2.63610e-008,1.2267
2.64069e-008,1.2267
2.64528e-008,1.2267
2.64987e-008,1.2267
2.65446e-008,1.2267
2.65906e-008,1.2267
2.66365e-008,1.2267
2.66824e-008,1.2267
2.67283e-008,1.2267
2.67743e-008,1.2267
2.68202e-008,1.2267
2.68661e-008,1.2267
2.69120e-008,1.2267
2.69580e-008,1.2267
2.70039e-008,1.2267
2.70498e-008,1.2267
2.70957e-008,1.2267
2.71417e-008,1.2267
2.71876e-008,1.2267
2.72335e-008,1.2267
2.72794e-008,1.2267
2.73254e-008,1.2267
2.73713e-008,1.2267
2.74172e-008,1.2267
2.74631e-008,1.2267
2.75091e-008,1.2267
2.75550e-008,1.2267
2.76009e-008,1.2267
2.76469e-008,1.2267
2.76928e-008,1.2267
2.77387e-008,1.2267
2.77846e-008,1.2267
2.78306e-008,1.2267
2.78765e-008,1.2267
2.79224e-008,1.2267
2.79683e-008,1.2267
2.80143e-008,1.2267
2.80602e-008,1.2267
2.81061e-008,1.2267
2.81520e-008,1.2267
2.81980e-008,1.2268
2.82439e-008,1.2268
2.82898e-008,1.2267
2.83357e-008,1.2267
2.83817e-008,1.2267
2.84276e-008,1.2268
2.84735e-008,1.2268
2.85194e-008,1.2268
2.85653e-008,1.2268
2.86113e-008,1.2268
2.86572e-008,1.2268
2.87031e-008,1.2268
2.87490e-008,1.2268
2.87950e-008,1.2264
2.88409e-008,1.2206
2.88868e-008,1.1877
2.89327e-008,1.1097
2.89787e-008,1.0045
2.90246e-008,0.8819
2.90705e-008,0.7358
2.91164e-008,0.5879
2.91624e-008,0.4720
2.92083e-008,0.3977
2.92542e-008,0.3589
2.93001e-008,0.3501
2.93461e-008,0.3592
2.93920e-008,0.3682
2.94379e-008,0.3650
2.94839e-008,0.3484
2.95298e-008,0.3220
2.95757e-008,0.2919
2.96216e-008,0.2657
2.96676e-008,0.2495
2.97135e-008,0.2434
2.97594e-008,0.2433
2.98053e-008,0.2450
2.98513e-008,0.2448
2.98972e-008,0.2411
2.99431e-008,0.2343
2.99890e-008,0.2273
3.00350e-008,0.2236
3.00809e-008,0.2245
3.01268e-008,0.2288
3.01727e-008,0.2343
3.02187e-008,0.2385
3.02646e-008,0.2399
3.03105e-008,0.2390
3.03564e-008,0.2377
3.04024e-008,0.2379
3.04483e-008,0.2404
3.04942e-008,0.2449
3.05401e-008,0.2504
3.05861e-008,0.2546
3.06320e-008,0.2557
3.06779e-008,0.2532
3.07238e-008,0.2482
3.07698e-008,0.2428
3.08157e-008,0.2392
3.08616e-008,0.2388
3.09075e-008,0.2416
3.09535e-008,0.2461
3.09994e-008,0.2507
3.10453e-008,0.2536
3.10912e-008,0.2540
3.11372e-008,0.2521
3.11831e-008,0.2491
3.12290e-008,0.2463
3.12749e-008,0.2450
3.13209e-008,0.2454
3.13668e-008,0.2472
3.14127e-008,0.2493
3.14586e-008,0.2507
3.15045e-008,0.2507
3.15505e-008,0.2495
3.15964e-008,0.2478
3.16423e-008,0.2464
3.16882e-008,0.2459
3.17342e-008,0.2465
3.17801e-008,0.2477
3.18260e-008,0.2488
3.18719e-008,0.2494
3.19179e-008,0.2492
3.19638e-008,0.2483
3.20097e-008,0.2473
3.20556e-008,0.2465
3.21016e-008,0.2464
3.21475e-008,0.2470
3.21934e-008,0.2479
3.22393e-008,0.2487
3.22853e-008,0.2490
3.23312e-008,0.2487
3.23771e-008,0.2480
3.24230e-008,0.2471
3.24690e-008,0.2465
3.25149e-008,0.2464
3.25608e-008,0.2468
3.26067e-008,0.2475
3.26527e-008,0.2482
3.26986e-008,0.2485
3.27445e-008,0.2484
3.27904e-008,0.2479
3.28364e-008,0.2473
3.28823e-008,0.2468
3.29282e-008,0.2467
3.29741e-008,0.2470
3.30201e-008,0.2475
3.30660e-008,0.2479
3.31119e-008,0.2480
3.31578e-008,0.2479
3.32038e-008,0.2476
3.32497e-008,0.2473
3.32956e-008,0.2470
3.33415e-008,0.2470
3.33875e-008,0.2471
3.34334e-008,0.2474
3.34793e-008,0.2477
3.35253e-008,0.2478
3.35712e-008,0.2477
3.36171e-008,0.2475
3.36630e-008,0.2472
3.37090e-008,0.2471
3.37549e-008,0.2470
3.38008e-008,0.2472
3.38467e-008,0.2474
3.38927e-008,0.2476
3.39386e-008,0.2476
3.39845e-008,0.2475
3.40304e-008,0.2474
3.40764e-008,0.2472
3.41223e-008,0.2471
3.41682e-008,0.2471
3.42141e-008,0.2472
3.42601e-008,0.2473
3.43060e-008,0.2474
3.43519e-008,0.2475
3.43978e-008,0.2475
3.44438e-008,0.2486
3.44897e-008,0.2630
3.45356e-008,0.3202
3.45815e-008,0.4252
3.46275e-008,0.5541
3.46734e-008,0.7070
3.47193e-008,0.8700
3.47652e-008,1.0017
3.48112e-008,1.0843
3.48571e-008,1.1252
3.49030e-008,1.1297
3.49489e-008,1.1109
3.49949e-008,1.0926
3.50408e-008,1.0918
3.50867e-008,1.1115
3.51326e-008,1.1452
3.51786e-008,1.1831
3.52245e-008,1.2147
3.52704e-008,1.2327
3.53163e-008,1.2369
3.53622e-008,1.2335
3.54082e-008,1.2289
3.54541e-008,1.2275
3.55000e-008,1.2311
3.55459e-008,1.2386
3.55919e-008,1.2465
3.56378e-008,1.2511
3.56837e-008,1.2501
3.57296e-008,1.2444
3.57756e-008,1.2369
3.58215e-008,1.2309
3.58674e-008,1.2290
3.59133e-008,1.2314
3.59593e-008,1.2353
3.60052e-008,1.2371
3.60511e-008,1.2348
3.60970e-008,1.2288
3.61430e-008,1.2211
3.61889e-008,1.2153
3.62348e-008,1.2141
3.62807e-008,1.2179
3.63267e-008,1.2250
3.63726e-008,1.2322
3.64185e-008,1.2369
3.64644e-008,1.2371
3.65104e-008,1.2332
3.65563e-008,1.2269
3.66022e-008,1.2209
3.66481e-008,1.2174
3.66941e-008,1.2175
3.67400e-008,1.2207
3.67859e-008,1.2253
3.68318e-008,1.2291
3.68778e-008,1.2308
3.69237e-008,1.2298
3.69696e-008,1.2271
3.70155e-008,1.2241
3.70615e-008,1.2222
3.71074e-008,1.2224
3.71533e-008,1.2242
3.71992e-008,1.2268
3.72452e-008,1.2287
3.72911e-008,1.2291
3.73370e-008,1.2280
3.73830e-008,1.2260
3.74289e-008,1.2243
3.74748e-008,1.2237
3.75207e-008,1.2244
3.75667e-008,1.2259
3.76126e-008,1.2274
3.76585e-008,1.2283
3.77044e-008,1.2281
3.77504e-008,1.2270
3.77963e-008,1.2257
3.78422e-008,1.2247
3.78881e-008,1.2244
3.79341e-008,1.2250
3.79800e-008,1.2262
3.80259e-008,1.2274
3.80718e-008,1.2281
3.81178e-008,1.2280
3.81637e-008,1.2270
3.82096e-008,1.2217
3.82555e-008,1.1938
3.83015e-008,1.1219
3.83474e-008,1.0199
3.83933e-008,0.9013
3.84392e-008,0.7587
3.84852e-008,0.6089
3.85311e-008,0.4868
3.85770e-008,0.4060
3.86229e-008,0.3614
3.86689e-008,0.3483
3.87148e-008,0.3560
3.87607e-008,0.3666
3.88066e-008,0.3662
3.88526e-008,0.3519
3.88985e-008,0.3268
3.89444e-008,0.2965
3.89903e-008,0.2688
3.90363e-008,0.2505
3.90822e-008,0.2428
3.91281e-008,0.2421
3.91740e-008,0.2440
3.92199e-008,0.2447
3.92659e-008,0.2419
3.93118e-008,0.2356
3.93577e-008,0.2284
3.94036e-008,0.2238
3.94496e-008,0.2237
3.94955e-008,0.2274
3.95414e-008,0.2328
3.95873e-008,0.2375
3.96333e-008,0.2397
3.96792e-008,0.2393
3.97251e-008,0.2380
3.97710e-008,0.2378
3.98170e-008,0.2397
3.98629e-008,0.2437
3.99088e-008,0.2491
3.99547e-008,0.2537
4.00007e-008,0.2555
4.00466e-008,0.2539
4.00925e-008,0.2544
4.01384e-008,0.2822
4.01844e-008,0.3643
4.02303e-008,0.4848
4.02762e-008,0.6297
4.03221e-008,0.7975
4.03681e-008,0.9532
4.04140e-008,1.0612
4.04599e-008,1.1199
4.05058e-008,1.1375
4.05518e-008,1.1226
4.05977e-008,1.0975
4.06436e-008,1.0857
4.06895e-008,1.0971
4.07355e-008,1.1280
4.07814e-008,1.1683
4.08273e-008,1.2058
4.08732e-008,1.2306
4.09192e-008,1.2391
4.09651e-008,1.2360
4.10110e-008,1.2295
4.10569e-008,1.2256
4.11029e-008,1.2276
4.11488e-008,1.2350
4.11947e-008,1.2445
4.12407e-008,1.2517
4.12866e-008,1.2532
4.13325e-008,1.2484
4.13784e-008,1.2401
4.14244e-008,1.2321
4.14703e-008,1.2280
4.15162e-008,1.2294
4.15621e-008,1.2342
4.16081e-008,1.2383
4.16540e-008,1.2382
4.16999e-008,1.2332
4.17458e-008,1.2249
4.17918e-008,1.2168
4.18377e-008,1.2127
4.18836e-008,1.2145
4.19295e-008,1.2211
4.19755e-008,1.2296
4.20214e-008,1.2365
4.20673e-008,1.2391
4.21132e-008,1.2366
4.21592e-008,1.2304
4.22051e-008,1.2232
4.22510e-008,1.2178
4.22969e-008,1.2163
4.23429e-008,1.2186
4.23888e-008,1.2234
4.24347e-008,1.2284
4.24806e-008,1.2313
4.25266e-008,1.2313
4.25725e-008,1.2288
4.26184e-008,1.2253
4.26643e-008,1.2225
4.27103e-008,1.2217
4.27562e-008,1.2231
4.28021e-008,1.2259
4.28480e-008,1.2285
4.28940e-008,1.2298
4.29399e-008,1.2291
4.29858e-008,1.2271
4.30317e-008,1.2249
4.30777e-008,1.2236
4.31236e-008,1.2237
4.31695e-008,1.2252
4.32154e-008,1.2271
4.32613e-008,1.2284
4.33073e-008,1.2287
4.33532e-008,1.2279
4.33991e-008,1.2264
4.34450e-008,1.2249
4.34910e-008,1.2242
4.35369e-008,1.2245
4.35828e-008,1.2256
4.36287e-008,1.2271
4.36747e-008,1.2282
4.37206e-008,1.2285
4.37665e-008,1.2279
4.38124e-008,1.2255
4.38584e-008,1.2117
4.39043e-008,1.1617
4.39502e-008,1.0709
4.39961e-008,0.9609
4.40421e-008,0.8302
4.40880e-008,0.6797
4.41339e-008,0.5406
4.41798e-008,0.4401
4.42258e-008,0.3786
4.42717e-008,0.3511
4.43176e-008,0.3507
4.43635e-008,0.3622
4.44095e-008,0.3682
4.44554e-008,0.3605
4.45013e-008,0.3401
4.45472e-008,0.3115
4.45932e-008,0.2814
4.46391e-008,0.2579
4.46850e-008,0.2453
4.47309e-008,0.2418
4.47769e-008,0.2431
4.48228e-008,0.2448
4.48687e-008,0.2438
4.49146e-008,0.2391
4.49606e-008,0.2319
4.50065e-008,0.2256
4.50524e-008,0.2232
4.50983e-008,0.2253
4.51443e-008,0.2301
4.51902e-008,0.2355
4.52361e-008,0.2391
4.52821e-008,0.2398
4.53280e-008,0.2387
4.53739e-008,0.2378
4.54198e-008,0.2385
4.54658e-008,0.2416
4.55117e-008,0.2465
4.55576e-008,0.2517
4.56035e-008,0.2551
4.56495e-008,0.2550
4.56954e-008,0.2515
4.57413e-008,0.2462
4.57872e-008,0.2412
4.58332e-008,0.2386
4.58791e-008,0.2393
4.59250e-008,0.2428
4.59709e-008,0.2475
4.60169e-008,0.2517
4.60628e-008,0.2538
4.61087e-008,0.2535
4.61546e-008,0.2511
4.62006e-008,0.2480
4.62465e-008,0.2455
4.62924e-008,0.2447
4.63383e-008,0.2456
4.63843e-008,0.2477
4.64302e-008,0.2497
4.64761e-008,0.2507
4.65220e-008,0.2503
4.65680e-008,0.2489
4.66139e-008,0.2471
4.66598e-008,0.2460
4.67057e-008,0.2458
4.67517e-008,0.2467
4.67976e-008,0.2479
4.68435e-008,0.2489
4.68894e-008,0.2492
4.69354e-008,0.2488
4.69813e-008,0.2478
4.70272e-008,0.2469
4.70731e-008,0.2463
4.71190e-008,0.2464
4.71650e-008,0.2471
4.72109e-008,0.2480
4.72568e-008,0.2487
4.73027e-008,0.2489
4.73487e-008,0.2484
4.73946e-008,0.2476
4.74405e-008,0.2467
4.74864e-008,0.2463
4.75324e-008,0.2463
4.75783e-008,0.2469
4.76242e-008,0.2476
4.76701e-008,0.2482
4.77161e-008,0.2484
4.77620e-008,0.2482
4.78079e-008,0.2476
4.78538e-008,0.2470
4.78998e-008,0.2466
4.79457e-008,0.2467
4.79916e-008,0.2470
4.80375e-008,0.2475
4.80835e-008,0.2478
4.81294e-008,0.2479
4.81753e-008,0.2478
4.82212e-008,0.2474
4.82672e-008,0.2471
4.83131e-008,0.2469
4.83590e-008,0.2469
4.84049e-008,0.2471
4.84509e-008,0.2474
4.84968e-008,0.2476
4.85427e-008,0.2477
4.85886e-008,0.2475
4.86346e-008,0.2473
4.86805e-008,0.2471
4.87264e-008,0.2469
4.87723e-008,0.2470
4.88183e-008,0.2471
4.88642e-008,0.2473
4.89101e-008,0.2475
4.89560e-008,0.2475
4.90020e-008,0.2474
4.90479e-008,0.2472
4.90938e-008,0.2471
4.91398e-008,0.2470
4.91857e-008,0.2470
4.92316e-008,0.2471
4.92775e-008,0.2473
