.HEADER
..NAMES
Time,V U2.L7
2.07122e-008,1.2257
2.07581e-008,1.2254
2.08040e-008,1.2251
2.08499e-008,1.2249
2.08959e-008,1.2249
2.09418e-008,1.2251
2.09877e-008,1.2253
2.10336e-008,1.2254
2.10796e-008,1.2255
2.11255e-008,1.2255
2.11714e-008,1.2255
2.12173e-008,1.2254
2.12633e-008,1.2253
2.13092e-008,1.2252
2.13551e-008,1.2251
2.14010e-008,1.2185
2.14470e-008,1.1717
2.14929e-008,1.0785
2.15388e-008,0.9665
2.15847e-008,0.8217
2.16307e-008,0.6685
2.16766e-008,0.5379
2.17225e-008,0.4397
2.17685e-008,0.3755
2.18144e-008,0.3398
2.18603e-008,0.3255
2.19062e-008,0.3190
2.19522e-008,0.3080
2.19981e-008,0.2879
2.20440e-008,0.2647
2.20899e-008,0.2453
2.21359e-008,0.2332
2.21818e-008,0.2323
2.22277e-008,0.2410
2.22736e-008,0.2536
2.23196e-008,0.2664
2.23655e-008,0.2753
2.24114e-008,0.2738
2.24573e-008,0.2617
2.25033e-008,0.2465
2.25492e-008,0.2337
2.25951e-008,0.2278
2.26410e-008,0.2289
2.26869e-008,0.2349
2.27329e-008,0.2433
2.27788e-008,0.2489
2.28247e-008,0.2509
2.28706e-008,0.2504
2.29166e-008,0.2488
2.29625e-008,0.2479
2.30084e-008,0.2491
2.30543e-008,0.2525
2.31003e-008,0.2570
2.31462e-008,0.2609
2.31921e-008,0.2621
2.32380e-008,0.2600
2.32840e-008,0.2635
2.33299e-008,0.3148
2.33758e-008,0.4178
2.34217e-008,0.5478
2.34677e-008,0.7207
2.35136e-008,0.8908
2.35595e-008,1.0164
2.36055e-008,1.0970
2.36514e-008,1.1331
2.36973e-008,1.1401
2.37432e-008,1.1392
2.37892e-008,1.1452
2.38351e-008,1.1648
2.38810e-008,1.1946
2.39269e-008,1.2234
2.39729e-008,1.2441
2.40188e-008,1.2536
2.40647e-008,1.2479
2.41106e-008,1.2319
2.41566e-008,1.2139
2.42025e-008,1.1984
2.42484e-008,1.1915
2.42943e-008,1.1997
2.43403e-008,1.2195
2.43862e-008,1.2405
2.44321e-008,1.2554
2.44780e-008,1.2578
2.45239e-008,1.2484
2.45699e-008,1.2338
2.46158e-008,1.2205
2.46617e-008,1.2162
2.47076e-008,1.2199
2.47536e-008,1.2264
2.47995e-008,1.2313
2.48454e-008,1.2312
2.48913e-008,1.2259
2.49373e-008,1.2190
2.49832e-008,1.2136
2.50291e-008,1.2113
2.50750e-008,1.2130
2.51210e-008,1.2173
2.51669e-008,1.2082
2.52128e-008,1.1481
2.52587e-008,1.0511
2.53047e-008,0.9283
2.53506e-008,0.7718
2.53965e-008,0.6176
2.54424e-008,0.4913
2.54884e-008,0.4030
2.55343e-008,0.3516
2.55802e-008,0.3301
2.56262e-008,0.3264
2.56721e-008,0.3227
2.57180e-008,0.3077
2.57639e-008,0.2815
2.58099e-008,0.2538
2.58558e-008,0.2327
2.59017e-008,0.2233
2.59476e-008,0.2287
2.59936e-008,0.2431
2.60395e-008,0.2595
2.60854e-008,0.2735
2.61313e-008,0.2794
2.61773e-008,0.2722
2.62232e-008,0.2560
2.62691e-008,0.2391
2.63150e-008,0.2271
2.63610e-008,0.2238
2.64069e-008,0.2279
2.64528e-008,0.2370
2.64987e-008,0.2468
2.65446e-008,0.2520
2.65906e-008,0.2526
2.66365e-008,0.2498
2.66824e-008,0.2462
2.67283e-008,0.2447
2.67743e-008,0.2470
2.68202e-008,0.2523
2.68661e-008,0.2585
2.69120e-008,0.2629
2.69580e-008,0.2631
2.70039e-008,0.2593
2.70498e-008,0.2539
2.70957e-008,0.2491
2.71417e-008,0.2462
2.71876e-008,0.2457
2.72335e-008,0.2476
2.72794e-008,0.2513
2.73254e-008,0.2552
2.73713e-008,0.2569
2.74172e-008,0.2559
2.74631e-008,0.2528
2.75091e-008,0.2492
2.75550e-008,0.2469
2.76009e-008,0.2468
2.76469e-008,0.2487
2.76928e-008,0.2517
2.77387e-008,0.2545
2.77846e-008,0.2558
2.78306e-008,0.2551
2.78765e-008,0.2530
2.79224e-008,0.2502
2.79683e-008,0.2481
2.80143e-008,0.2474
2.80602e-008,0.2483
2.81061e-008,0.2501
2.81520e-008,0.2518
2.81980e-008,0.2527
2.82439e-008,0.2525
2.82898e-008,0.2517
2.83357e-008,0.2505
2.83817e-008,0.2494
2.84276e-008,0.2487
2.84735e-008,0.2489
2.85194e-008,0.2498
2.85653e-008,0.2510
2.86113e-008,0.2519
2.86572e-008,0.2519
2.87031e-008,0.2513
2.87490e-008,0.2503
2.87950e-008,0.2494
2.88409e-008,0.2489
2.88868e-008,0.2505
2.89327e-008,0.2782
2.89787e-008,0.3681
2.90246e-008,0.4864
2.90705e-008,0.6401
2.91164e-008,0.8167
2.91624e-008,0.9593
2.92083e-008,1.0567
2.92542e-008,1.1119
2.93001e-008,1.1325
2.93461e-008,1.1376
2.93920e-008,1.1426
2.94379e-008,1.1571
2.94839e-008,1.1823
2.95298e-008,1.2104
2.95757e-008,1.2323
2.96216e-008,1.2453
2.96676e-008,1.2462
2.97135e-008,1.2349
2.97594e-008,1.2195
2.98053e-008,1.2050
2.98513e-008,1.1949
2.98972e-008,1.1961
2.99431e-008,1.2106
2.99890e-008,1.2302
3.00350e-008,1.2468
3.00809e-008,1.2547
3.01268e-008,1.2502
3.01727e-008,1.2385
3.02187e-008,1.2252
3.02646e-008,1.2176
3.03105e-008,1.2187
3.03564e-008,1.2238
3.04024e-008,1.2284
3.04483e-008,1.2295
3.04942e-008,1.2259
3.05401e-008,1.2197
3.05861e-008,1.2143
3.06320e-008,1.2115
3.06779e-008,1.2119
3.07238e-008,1.2156
3.07698e-008,1.2166
3.08157e-008,1.1834
3.08616e-008,1.0985
3.09075e-008,0.9907
3.09535e-008,0.8482
3.09994e-008,0.6887
3.10453e-008,0.5482
3.10912e-008,0.4412
3.11372e-008,0.3727
3.11831e-008,0.3373
3.12290e-008,0.3264
3.12749e-008,0.3242
3.13209e-008,0.3151
3.13668e-008,0.2934
3.14127e-008,0.2655
3.14586e-008,0.2411
3.15045e-008,0.2259
3.15505e-008,0.2246
3.15964e-008,0.2355
3.16423e-008,0.2511
3.16882e-008,0.2663
3.17342e-008,0.2766
3.17801e-008,0.2761
3.18260e-008,0.2634
3.18719e-008,0.2464
3.19179e-008,0.2317
3.19638e-008,0.2241
3.20097e-008,0.2249
3.20556e-008,0.2316
3.21016e-008,0.2416
3.21475e-008,0.2492
3.21934e-008,0.2518
3.22393e-008,0.2506
3.22853e-008,0.2473
3.23312e-008,0.2447
3.23771e-008,0.2451
3.24230e-008,0.2491
3.24690e-008,0.2551
3.25149e-008,0.2606
3.25608e-008,0.2629
3.26067e-008,0.2608
3.26527e-008,0.2608
3.26986e-008,0.3020
3.27445e-008,0.4006
3.27904e-008,0.5259
3.28364e-008,0.6950
3.28823e-008,0.8700
3.29282e-008,1.0023
3.29741e-008,1.0891
3.30201e-008,1.1304
3.30660e-008,1.1395
3.31119e-008,1.1382
3.31578e-008,1.1423
3.32038e-008,1.1598
3.32497e-008,1.1889
3.32956e-008,1.2188
3.33415e-008,1.2414
3.33875e-008,1.2532
3.34334e-008,1.2496
3.34793e-008,1.2340
3.35253e-008,1.2154
3.35712e-008,1.1987
3.36171e-008,1.1901
3.36630e-008,1.1964
3.37090e-008,1.2157
3.37549e-008,1.2375
3.38008e-008,1.2539
3.38467e-008,1.2581
3.38927e-008,1.2496
3.39386e-008,1.2350
3.39845e-008,1.2209
3.40304e-008,1.2152
3.40764e-008,1.2183
3.41223e-008,1.2248
3.41682e-008,1.2304
3.42141e-008,1.2311
3.42601e-008,1.2264
3.43060e-008,1.2195
3.43519e-008,1.2136
3.43978e-008,1.2107
3.44438e-008,1.2118
3.44897e-008,1.2160
3.45356e-008,1.2110
3.45815e-008,1.1590
3.46275e-008,1.0652
3.46734e-008,0.9475
3.47193e-008,0.7940
3.47652e-008,0.6372
3.48112e-008,0.5062
3.48571e-008,0.4122
3.49030e-008,0.3561
3.49489e-008,0.3311
3.49949e-008,0.3261
3.50408e-008,0.3234
3.50867e-008,0.3102
3.51326e-008,0.2850
3.51786e-008,0.2568
3.52245e-008,0.2345
3.52704e-008,0.2232
3.53163e-008,0.2267
3.53622e-008,0.2403
3.54082e-008,0.2568
3.54541e-008,0.2714
3.55000e-008,0.2788
3.55459e-008,0.2735
3.55919e-008,0.2580
3.56378e-008,0.2409
3.56837e-008,0.2278
3.57296e-008,0.2232
3.57756e-008,0.2264
3.58215e-008,0.2351
3.58674e-008,0.2452
3.59133e-008,0.2513
3.59593e-008,0.2524
3.60052e-008,0.2499
3.60511e-008,0.2462
3.60970e-008,0.2442
3.61430e-008,0.2460
3.61889e-008,0.2510
3.62348e-008,0.2573
3.62807e-008,0.2621
3.63267e-008,0.2630
3.63726e-008,0.2599
3.64185e-008,0.2677
3.64644e-008,0.3319
3.65104e-008,0.4400
3.65563e-008,0.5795
3.66022e-008,0.7583
3.66481e-008,0.9213
3.66941e-008,1.0377
3.67400e-008,1.1084
3.67859e-008,1.1363
3.68318e-008,1.1395
3.68778e-008,1.1384
3.69237e-008,1.1466
3.69696e-008,1.1689
3.70155e-008,1.1996
3.70615e-008,1.2277
3.71074e-008,1.2470
3.71533e-008,1.2540
3.71992e-008,1.2453
3.72452e-008,1.2278
3.72911e-008,1.2093
3.73370e-008,1.1944
3.73830e-008,1.1903
3.74289e-008,1.2020
3.74748e-008,1.2235
3.75207e-008,1.2442
3.75667e-008,1.2571
3.76126e-008,1.2564
3.76585e-008,1.2451
3.77044e-008,1.2297
3.77504e-008,1.2177
3.77963e-008,1.2155
3.78422e-008,1.2204
3.78881e-008,1.2271
3.79341e-008,1.2314
3.79800e-008,1.2301
3.80259e-008,1.2242
3.80718e-008,1.2173
3.81178e-008,1.2123
3.81637e-008,1.2106
3.82096e-008,1.2130
3.82555e-008,1.2169
3.83015e-008,1.2001
3.83474e-008,1.1294
3.83933e-008,1.0287
3.84392e-008,0.8979
3.84852e-008,0.7383
3.85311e-008,0.5884
3.85770e-008,0.4691
3.86229e-008,0.3888
3.86689e-008,0.3443
3.87148e-008,0.3280
3.87607e-008,0.3258
3.88066e-008,0.3205
3.88526e-008,0.3026
3.88985e-008,0.2751
3.89444e-008,0.2482
3.89903e-008,0.2291
3.90363e-008,0.2227
3.90822e-008,0.2306
3.91281e-008,0.2460
3.91740e-008,0.2623
3.92199e-008,0.2752
3.92659e-008,0.2786
3.93118e-008,0.2690
3.93577e-008,0.2520
3.94036e-008,0.2356
3.94496e-008,0.2251
3.94955e-008,0.2236
3.95414e-008,0.2289
3.95873e-008,0.2388
3.96333e-008,0.2480
3.96792e-008,0.2522
3.97251e-008,0.2519
3.97710e-008,0.2486
3.98170e-008,0.2452
3.98629e-008,0.2444
3.99088e-008,0.2474
3.99547e-008,0.2532
4.00007e-008,0.2593
4.00466e-008,0.2630
4.00925e-008,0.2622
4.01384e-008,0.2595
4.01844e-008,0.2821
4.02303e-008,0.3669
4.02762e-008,0.4829
4.03221e-008,0.6387
4.03681e-008,0.8192
4.04140e-008,0.9665
4.04599e-008,1.0674
4.05058e-008,1.1223
4.05518e-008,1.1390
4.05977e-008,1.1389
4.06436e-008,1.1398
4.06895e-008,1.1527
4.07355e-008,1.1791
4.07814e-008,1.2101
4.08273e-008,1.2355
4.08732e-008,1.2511
4.09192e-008,1.2526
4.09651e-008,1.2397
4.10110e-008,1.2213
4.10569e-008,1.2035
4.11029e-008,1.1914
4.11488e-008,1.1927
4.11947e-008,1.2090
4.12407e-008,1.2311
4.12866e-008,1.2499
4.13325e-008,1.2585
4.13784e-008,1.2533
4.14244e-008,1.2399
4.14703e-008,1.2247
4.15162e-008,1.2158
4.15621e-008,1.2167
4.16081e-008,1.2227
4.16540e-008,1.2291
4.16999e-008,1.2316
4.17458e-008,1.2284
4.17918e-008,1.2217
4.18377e-008,1.2153
4.18836e-008,1.2113
4.19295e-008,1.2110
4.19755e-008,1.2146
4.20214e-008,1.2202
4.20673e-008,1.2256
4.21132e-008,1.2295
4.21592e-008,1.2310
4.22051e-008,1.2297
4.22510e-008,1.2257
4.22969e-008,1.2205
4.23429e-008,1.2166
4.23888e-008,1.2164
4.24347e-008,1.2198
4.24806e-008,1.2252
4.25266e-008,1.2299
4.25725e-008,1.2311
4.26184e-008,1.2285
4.26643e-008,1.2236
4.27103e-008,1.2191
4.27562e-008,1.2173
4.28021e-008,1.2188
4.28480e-008,1.2222
4.28940e-008,1.2258
4.29399e-008,1.2280
4.29858e-008,1.2283
4.30317e-008,1.2271
4.30777e-008,1.2251
4.31236e-008,1.2233
4.31695e-008,1.2222
4.32154e-008,1.2220
4.32613e-008,1.2227
4.33073e-008,1.2240
4.33532e-008,1.2255
4.33991e-008,1.2267
4.34450e-008,1.2269
4.34910e-008,1.2260
4.35369e-008,1.2242
4.35828e-008,1.2226
4.36287e-008,1.2221
4.36747e-008,1.2229
4.37206e-008,1.2246
4.37665e-008,1.2263
4.38124e-008,1.2270
4.38584e-008,1.2264
4.39043e-008,1.2170
4.39502e-008,1.1648
4.39961e-008,1.0693
4.40421e-008,0.9559
4.40880e-008,0.8103
4.41339e-008,0.6590
4.41798e-008,0.5310
4.42258e-008,0.4352
4.42717e-008,0.3726
4.43176e-008,0.3380
4.43635e-008,0.3241
4.44095e-008,0.3173
4.44554e-008,0.3056
4.45013e-008,0.2851
4.45472e-008,0.2625
4.45932e-008,0.2441
4.46391e-008,0.2330
4.46850e-008,0.2331
4.47309e-008,0.2420
4.47769e-008,0.2540
4.48228e-008,0.2662
4.48687e-008,0.2742
4.49146e-008,0.2721
4.49606e-008,0.2600
4.50065e-008,0.2455
4.50524e-008,0.2334
4.50983e-008,0.2279
4.51443e-008,0.2291
4.51902e-008,0.2349
4.52361e-008,0.2429
4.52821e-008,0.2483
4.53280e-008,0.2503
4.53739e-008,0.2500
4.54198e-008,0.2486
4.54658e-008,0.2478
4.55117e-008,0.2491
4.55576e-008,0.2526
4.56035e-008,0.2570
4.56495e-008,0.2606
4.56954e-008,0.2615
4.57413e-008,0.2592
4.57872e-008,0.2645
4.58332e-008,0.3208
4.58791e-008,0.4259
4.59250e-008,0.5588
4.59709e-008,0.7336
4.60169e-008,0.9011
4.60628e-008,1.0231
4.61087e-008,1.1004
4.61546e-008,1.1338
4.62006e-008,1.1398
4.62465e-008,1.1392
4.62924e-008,1.1461
4.63383e-008,1.1666
4.63843e-008,1.1966
4.64302e-008,1.2249
4.64761e-008,1.2448
4.65220e-008,1.2533
4.65680e-008,1.2466
4.66139e-008,1.2303
4.66598e-008,1.2125
4.67057e-008,1.1973
4.67517e-008,1.1914
4.67976e-008,1.2006
4.68435e-008,1.2209
4.68894e-008,1.2415
4.69354e-008,1.2557
4.69813e-008,1.2571
4.70272e-008,1.2472
4.70731e-008,1.2324
4.71190e-008,1.2197
4.71650e-008,1.2161
4.72109e-008,1.2202
4.72568e-008,1.2266
4.73027e-008,1.2312
4.73487e-008,1.2306
4.73946e-008,1.2251
4.74405e-008,1.2183
4.74864e-008,1.2131
4.75324e-008,1.2111
4.75783e-008,1.2131
4.76242e-008,1.2180
4.76701e-008,1.2236
4.77161e-008,1.2281
4.77620e-008,1.2306
4.78079e-008,1.2306
4.78538e-008,1.2280
4.78998e-008,1.2233
4.79457e-008,1.2186
4.79916e-008,1.2165
4.80375e-008,1.2182
4.80835e-008,1.2228
4.81294e-008,1.2281
4.81753e-008,1.2311
4.82212e-008,1.2302
4.82672e-008,1.2263
4.83131e-008,1.2214
4.83590e-008,1.2181
4.84049e-008,1.2181
4.84509e-008,1.2207
4.84968e-008,1.2245
4.85427e-008,1.2274
4.85886e-008,1.2285
4.86346e-008,1.2279
4.86805e-008,1.2262
4.87264e-008,1.2243
4.87723e-008,1.2228
4.88183e-008,1.2223
4.88642e-008,1.2226
4.89101e-008,1.2236
4.89560e-008,1.2249
4.90020e-008,1.2263
4.90479e-008,1.2271
4.90938e-008,1.2267
4.91398e-008,1.2253
4.91857e-008,1.2236
4.92316e-008,1.2224
4.92775e-008,1.2226
